EntidadWifi,NombreEntidad,HORARIO,EQUIPAMIENTO,TRANSPORTE 1 1,Linea 1 1,TRANSPORTE 2 1,Linea 2 1,ACCESIBILIDAD,CONTENT-URL,VIA,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TipoEntidadWIfi
24242,Oficina Auxiliar de Atención a la Ciudadanía El Pardo . Línea Madrid Fuencarral - El Pardo,"Laborables de lunes a viernes de 8:30 a 14 horas. Cerrado el mes de agosto, los sábados y los días 24 y 31 de diciembre.   AVISO: El último tique  podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera.  Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'.   Los sábados no hay abierto ningún registro.",,Bus Madrid,"601, 602",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=73210a47f441f010VgnVCM2000000c205a0aRCRD,PLAZA  DE EL PARDO,V,2,MADRID,MADRID,28048,1,EL PARDO,8,FUENCARRAL-EL PARDO,434150,4485754,40.519909156872075,-3.7773611405777445,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
24245,Oficina Auxiliar de Atención a la Ciudadanía Valverde . Línea Madrid Fuencarral - El Pardo,"Laborables de lunes a viernes de 8:30 a 14 horas. Cerrado el mes de agosto, los sábados y los días 24 y 31 de diciembre.      AVISO: El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera.  Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'. Los sábados no hay abierto ningún registro.",,Bus Madrid,"66, 137",,,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76310a47f441f010VgnVCM2000000c205a0aRCRD,PLAZA  DE ISLAS AZORES,V,1,MADRID,MADRID,28034,6,VALVERDE,8,FUENCARRAL-EL PARDO,441702,4482933,40.495060197211686,-3.6879563189033586,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
5627235,Oficina de Asistencia en Materia de Registro. Agencia de Actividades,"Laborables, de lunes a viernes de 8:30 a 14 horas. Cerrado los sábados y los días 24 y 31 de diciembre. Los sábados no hay abierto ningún registro.","Las Oficinas de Registro del Ayuntamiento de Madrid están facultadas para recoger escritos dirigidos a cualquier órgano administrativo, ya sea de la Administración General del Estado, de la Administración Autonómica o de la Administración Local. En información relacionada se puede consultar lo que se debe conocer para presentar documentación en los registros del Ayuntamiento de Madrid.",Metro de Madrid,"Delicias (línea 3), Palos de la Frontera (línea 3).   Bus Madrid:  8, 102, 152.",Cercanías  Renfe,"Delicias, Atocha.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f7c6f4061d497210VgnVCM2000000c205a0aRCRD,CALLE  DE BUSTAMANTE,V,16,MADRID,MADRID,28045,5,DELICIAS,2,ARGANZUELA,441594,4472433,40.40045982627052,-3.6882623469017926,010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
180717,Oficina de Atención a la Ciudadanía  Arganzuela. Línea Madrid,"Días laborables:  Lunes a jueves, de 8:30 a 17 horas. Viernes de 8:30 a 14 horas.   Julio y agosto: lunes a viernes de 8:30 a 14 horas.  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre. Los sábados no hay ningún registro abierto.  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado Servicios.",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro de Madrid,"Legazpi (líneas 3, 6)",Bus  Madrid,"6, 18, 78, 148, 62","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=67da8aa6bd91f010VgnVCM1000000b205a0aRCRD,PASEO  DE CHOPERA,V,10,MADRID,MADRID,28045,3,CHOPERA,2,ARGANZUELA,440676,4471620,40.39307289237465,-3.699005654074825,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
180005,Oficina de Atención a la Ciudadanía  Barajas. Línea Madrid,"Días laborables:  Lunes a jueves, de 8:30 a 17 horas. Viernes de 8:30 a 14 horas.   Julio y agosto: lunes a viernes de 8:30 a 14 horas.  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre. Los sábados no hay ningún registro abierto.  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado Servicios.",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro de Madrid,Barajas (línea 8),Bus  Madrid,"101, 105, 115","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a0b8aa6bd91f010VgnVCM1000000b205a0aRCRD,PLAZA  DE MERCURIO,V,1,MADRID,MADRID,28042,3,CASCO H.BARAJAS,21,BARAJAS,451025,4480617,40.474796331159844,-3.5777615123710085,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
5262382,Oficina de Atención a la Ciudadanía.  Numancia. Línea Madrid Distrito Puente de Vallecas,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro de Madrid,"Puente de Vallecas (línea 1), Nueva Numancia (línea 1)",Bus  Madrid,"136, 54, 57, 58, 10, 111, 24, 310, 113, 141, 8","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7978b5ddd36cf110VgnVCM2000000c205a0aRCRD,CALLE  DE MONTE OLIVETI,V,14,MADRID,MADRID,28038,6,NUMANCIA,13,PUENTE DE VALLECAS,443391,4472131,40.39786858370023,-3.6670577526658787,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
190825,Oficina de Atención a la Ciudadanía.  Sanchinarro. Línea Madrid Distrito Hortaleza,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro de Madrid,Blasco Ibáñez (línea ML1).,Bus  Madrid,"172, 174.","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c2b3f5ae13d60110VgnVCM2000000c205a0aRCRD,CALLE  DE PRINCESA DE EBOLI,V,29,MADRID,MADRID,28050,6,VALDEFUENTES,16,HORTALEZA,444461,4482397,40.49042200599307,-3.6553467891079854,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
4706011,Oficina de Atención a la Ciudadanía. Carabanchel. Línea Madrid,"Días laborables:  Lunes a jueves, de 8:30 a 17 horas. Viernes de 8:30 a 14 horas.   Julio y agosto: lunes a viernes de 8:30 a 14 horas.  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre. Los sábados no hay ningún registro abierto.  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado Servicios.","Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.  Rumano, árabe y chino mandarín: 8:30 a 14:15 horas.   Zona wifi.",Metro de Madrid,Vistalegre (línea 5),Bus  Madrid,"34, 35","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c8fa5a18b3c6110VgnVCM1000000b205a0aRCRD,CALLE  DE UTEBO,V,8,MADRID,MADRID,28025,4,VISTA ALEGRE,11,CARABANCHEL,437305,4470969,40.386962506825974,-3.7386530020939652,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
5727898,Oficina de Atención a la Ciudadanía. Centro. Línea Madrid,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas. Viernes de 8:30 a 14 horas.   Julio y agosto: lunes a viernes de 8:30 a 14 horas.  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre. Los sábados no hay ningún registro abierto.  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado Servicios.",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.  Árabe y chino mandarín: 8:30 a 14:15 horas.   Zona wifi.,Metro de Madrid,Antón Martín (línea 1),Bus  Madrid,"6, 26, 32","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70141da64ba49210VgnVCM1000000b205a0aRCRD,CALLE  DE ATOCHA,V,70,MADRID,MADRID,28012,2,EMBAJADORES,1,CENTRO,440800,4473667,40.41152531852587,-3.6977284803610733,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
182853,Oficina de Atención a la Ciudadanía. Chamartín. Línea Madrid,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas. Viernes de 8:30 a 14 horas.   Julio y agosto: lunes a viernes de 8:30 a 14 horas. AVISOS: Cerrada los sábados y los días 24 y 31 de diciembre. Los sábados no hay ningún registro abierto.  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado Servicios.",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro de Madrid,Cruz del Rayo (línea 9),Bus  Madrid,"29, 52, 1","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=614b8aa6bd91f010VgnVCM1000000b205a0aRCRD,CALLE  DE PRINCIPE DE VERGARA,V,142,MADRID,MADRID,28002,3,CIUDAD JARDIN,5,CHAMARTIN,442496,4477359,40.444902405213526,-3.6780788363404526,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
183012,Oficina de Atención a la Ciudadanía. Chamberí. Línea Madrid,"Días laborables: Lunes a  jueves, 8:30 a 17 horas Viernes 8:30 a 14 horas Julio y agosto: lunes a viernes 8:30 a 14 horas Avisos: Los días 24 y 31 de diciembre, cuando no coincida en sábado o domingo, esta oficina funcionará como Oficina Central de Atención a la Ciudadanía prestando solamente servicios de Registro, atendiendo únicamente con cita previa en horario de 9:00 a 14:00 horas Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera.",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro de Madrid,"Bilbao (líneas 1 y 4), San Bernardo (líneas 2 y 4), Alonso Martínez (líneas 4, 5 y 10)",Bus  Madrid,"147, 40, 37, 149, 3","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=499b8aa6bd91f010VgnVCM1000000b205a0aRCRD,CALLE  DE PALAFOX,V,4,MADRID,MADRID,28010,3,TRAFALGAR,7,CHAMBERI,440550,4475783,40.43056915283038,-3.7008727272441293,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
180078,Oficina de Atención a la Ciudadanía. Ciudad Lineal. Línea Madrid,"Días laborables:  Lunes a  jueves, 8:30 a 17 horas. Viernes 8:30 a 14 horas.   Julio y agosto : lunes a viernes 8:30 a 14 horas.   Avisos: Cerrada los sábados y los días 24 y 31 de diciembre. Los sábados no hay ningún registro abierto.  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'.",La atención en otros idiomas se realizará directamente en las oficinas por los gestores en los siguientes horarios:    Lengua de signos española e inglés : 8:30 a 17 horas.         Zona wifi,Metro de Madrid,Ciudad Lineal (línea 5),Bus  Madrid,"38, 48, 70, 109, 4","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50eb8aa6bd91f010VgnVCM1000000b205a0aRCRD,CALLE  DE HERMANOS GARCIA NOBLEJAS,V,16,MADRID,MADRID,28037,2,PUEBLO NUEVO,15,CIUDAD LINEAL,445975,4476345,40.4359990280135,-3.6369662067437245,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
180291,Oficina de Atención a la Ciudadanía. Fuencarral - El Pardo. Línea Madrid,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro de Madrid,"Barrio del Pilar (línea 9), Peñagrande (línea 7)",Bus  Madrid,"128, 132, 137, 49, 83","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb0c8aa6bd91f010VgnVCM1000000b205a0aRCRD,AVENIDA  DE MONFORTE DE LEMOS,V,40,MADRID,MADRID,28029,4,EL PILAR,8,FUENCARRAL-EL PARDO,439836,4481107,40.47847167535107,-3.709797895326373,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
182794,Oficina de Atención a la Ciudadanía. Hortaleza. Línea Madrid,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Bus Madrid,"73, 72, 9",,,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a8c8aa6bd91f010VgnVCM1000000b205a0aRCRD,CARRETERA  DE CANILLAS,V,2,MADRID,MADRID,28043,3,CANILLAS,16,HORTALEZA,444286,4479355,40.46300274233825,-3.6571450771648553,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
181203,Oficina de Atención a la Ciudadanía. Latina. Línea Madrid,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro de Madrid,Aluche (línea 5).,Cercanías  Renfe,"Maestra Justa Freire - Polideportivo Aluche (antigua estación de Fanjul)  (línea C5), Aluche (línea C5).","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8bcc8aa6bd91f010VgnVCM1000000b205a0aRCRD,AVENIDA  DE LAS AGUILAS,V,2,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,435135,4470763,40.38493929920335,-3.7641963952601154,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
4618663,Oficina de Atención a la Ciudadanía. Moncloa - Aravaca. Línea Madrid,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",La atención en otros idiomas se realizará directamente en las oficinas por los gestores en los siguientes horarios:    Lengua de signos española e inglés : 8:30 a 17 horas.     Rumano: 8:30 a 14:15 horas.    Zona wifi.,Metro de Madrid,"Moncloa (líneas 3, 6)",Bus  Madrid,"A, 160, 162, 62, 133, 83, 1, 132, 138, 44, 82, C2","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d6607151bcf3110VgnVCM1000000b205a0aRCRD,PLAZA  DE MONCLOA,V,1,MADRID,MADRID,28008,2,ARGUELLES,9,MONCLOA-ARAVACA,439028,4476311,40.435209440386444,-3.718872513851534,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
180014,Oficina de Atención a la Ciudadanía. Moratalaz. Línea Madrid,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro de Madrid,Pavones (línea 9),Bus  Madrid,"142, 144, 8, 20, 32","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e5d8aa6bd91f010VgnVCM1000000b205a0aRCRD,CALLE  DE FUENTE CARRANTONA,V,8,MADRID,MADRID,28030,1,PAVONES,14,MORATALAZ,445940,4472198,40.39864180232909,-3.6370281973682417,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
182199,Oficina de Atención a la Ciudadanía. Puente de Vallecas. Línea Madrid,"Días laborables:   Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'","La atención en otros idiomas se realizará directamente en las oficinas por los gestores en los siguientes horarios:    Lengua de signos española e inglés : 8:30 a 17 horas.  Rumano, árabe y chino mandarín: 8:30 a 17 horas.    Zona wifi.",Metro de Madrid,"Nueva Numancia (línea 1), Puente de Vallecas (línea 1)",Bus  Madrid,"136, 54, 57, 58, 10, 111, 24, 310","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ced8aa6bd91f010VgnVCM1000000b205a0aRCRD,AVENIDA  DE ALBUFERA,V,42,MADRID,MADRID,28038,2,SAN DIEGO,13,PUENTE DE VALLECAS,443451,4471996,40.39665462054556,-3.6663371141497607,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
180011,Oficina de Atención a la Ciudadanía. Retiro. Línea Madrid,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro de Madrid,"Pacífico (líneas 1, 6)",Bus  Madrid,"141, 24, 37, 54, 57","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a74e8aa6bd91f010VgnVCM1000000b205a0aRCRD,PLAZA  DE DAOIZ Y VELARDE,V,1,MADRID,MADRID,28007,1,PACIFICO,3,RETIRO,442514,4472633,40.40232608747992,-3.6774411939274305,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
180854,Oficina de Atención a la Ciudadanía. Salamanca. Línea Madrid,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",La atención en otros idiomas se realizará directamente en las oficinas por los gestores en los siguientes horarios:   Lengua de signos española e inglés: 8:30 a 17 horas.       Zona wifi.,Metro de Madrid,"Velázquez (línea 4), Serrano (línea 4)",Bus  Madrid,"1 , 9 , 19 , 51, 74","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3ae8aa6bd91f010VgnVCM1000000b205a0aRCRD,CALLE  DE VELAZQUEZ,V,52,MADRID,MADRID,28001,1,RECOLETOS,4,SALAMANCA,441999,4475412,40.427330008921025,-3.6837590047727184,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
183637,Oficina de Atención a la Ciudadanía. San Blas - Canillejas. Línea Madrid,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",La atención en otros idiomas se realizará directamente en las oficinas por los gestores en los siguientes horarios:    Lengua de signos española e inglés : 8:30 a 17 horas.         Zona wifi.,Metro de Madrid,Las Musas (línea 7),Bus  Madrid,"38, 140","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e2fe8aa6bd91f010VgnVCM1000000b205a0aRCRD,AVENIDA  DE ARCENTALES,V,28,MADRID,MADRID,28022,5,ROSAS,20,SAN BLAS-CANILLEJAS,448293,4476167,40.43454472956917,-3.609623751691297,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
4533790,Oficina de Atención a la Ciudadanía. Tetuán. Línea Madrid,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",La atención en otros idiomas se realizará directamente en las oficinas por los gestores en los siguientes horarios:    Lengua de signos española e inglés : 8:30 a 17 horas.         Zona wifi.,Metro de Madrid,Valdeacederas (línea 1),Bus  Madrid,"49, 66, 124","1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=567c1b7dd5621110VgnVCM2000000c205a0aRCRD,CALLE  DE SIMANCAS,V,6,MADRID,MADRID,28029,4,ALMENARA,6,TETUAN,441161,4479680,40.465712459445,-3.6940418104349586,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,AyuntamientoMadrid-OficinasMunicipalesRegistro
