Id,Name,Type,Phase,Address,Status,Gender,Town,x,y
StanleyPrimarySchoolStrathmoreRoad,Stanley  Primary School,Community School,Primary,Strathmore Road,Open,Mixed,Richmond Upon Thames,-0.34541,51.4338989
StanleyParkHighSchoolDamsonWay,Stanley Park High School,Community School,Secondary,Damson Way,Open,Mixed,Sutton,-0.165886,51.3478012
StanleyParkInfants'SchoolStanleyParkRoad,Stanley Park Infants' School,Foundation School,Primary,Stanley Park Road,Open,Mixed,Sutton,-0.163519,51.3549004
StanleyParkJuniorSchoolStanleyParkRoad,Stanley Park Junior School,Foundation School,Primary,Stanley Park Road,Open,Mixed,Sutton,-0.163519,51.3549004
StanwellFieldsCofePrimarySchoolClareRoad,Stanwell Fields Cofe Primary School,Voluntary Aided School,Primary,Clare Road,Open,Mixed,Spelthorne,-0.471942,51.4544983
StaplefordAbbottsPrimarySchoolStaplefordRoad,Stapleford Abbotts Primary School,Community School,Primary,Stapleford Road,Open,Mixed,Epping Forest,0.16632,51.641201
StaplesRoadPrimarySchoolStaplesRoad,Staples Road Primary School,Community School,Primary,Staples Road,Open,Mixed,Epping Forest,0.0542257,51.6515007
StarPrimarySchoolStarLane,Star Primary School,Community School,Primary,Star Lane,Open,Mixed,Newham,0.0066232,51.5210991
StarksFieldPrimarySchool167ChurchStreet,Starks Field Primary School,Community School,Primary,167 Church Street,Open,Mixed,Enfield,-0.0741137,51.6282997
StationersCrownWoodsAcademy145BexleyRoad,Stationers Crown Woods Academy,Academy Converter,Secondary,145 Bexley Road,Open,Mixed,Greenwich,0.0758729,51.452301
StebonPrimarySchoolBurdettEstate,Stebon Primary School,Community School,Primary,Burdett Estate,Open,Mixed,Tower Hamlets,-0.0258816,51.5167999
StephenHawkingSchoolBruntonPlace,Stephen Hawking School,Community Special School,Not applicable,Brunton Place,Open,Mixed,Tower Hamlets,-0.0370057,51.5131989
StephensonSchool175KensalRoad,Stephenson School,Other Independent School,Not applicable,175 Kensal Road,Closed,Mixed,Kensington And Chelsea,-0.207518,51.5256004
StepneyGreenMathematicsAndComputingCollegeBenJonsonRoad,Stepney Green Mathematics And Computing College,Community School,Secondary,Ben Jonson Road,Open,Boys,Tower Hamlets,-0.0427652,51.5183983
StepneyGreencoatChurchOfEnglandPrimarySchoolNorbitonRoad,Stepney Greencoat Church Of England Primary School,Voluntary Aided School,Primary,Norbiton Road,Open,Mixed,Tower Hamlets,-0.0323662,51.5141983
StewartFlemingPrimarySchoolWithamRoad,Stewart Fleming Primary School,Academy Converter,Primary,Witham Road,Open,Mixed,Bromley,-0.0587645,51.4037018
StewartHeadlamPrimarySchoolTappStreet,Stewart Headlam Primary School,Community School,Primary,Tapp Street,Open,Mixed,Tower Hamlets,-0.0595596,51.5231018
StiffordClaysPrimarySchoolWhitmoreAvenue,Stifford Clays Primary School,Academy Sponsor Led,Primary,Whitmore Avenue,Open,Mixed,Thurrock,0.327833,51.4992981
StillnessInfantSchoolBrockleyRise,Stillness Infant School,Community School,Primary,Brockley Rise,Open,Mixed,Lewisham,-0.0389214,51.4494019
StillnessJuniorSchoolBrockleyRise,Stillness Junior School,Community School,Primary,Brockley Rise,Open,Mixed,Lewisham,-0.0389214,51.4494019
StockleyAcademyParkViewRoad,Stockley Academy,Academy Sponsor Led,Secondary,Park View Road,Open,Mixed,Hillingdon,-0.460999,51.5192986
StockwellPrimarySchoolStockwellRoad,Stockwell Primary School,Community School,Primary,Stockwell Road,Open,Mixed,Lambeth,-0.118076,51.4665985
StokeNewingtonSchoolAndSixthFormClissoldRoad,Stoke Newington School And Sixth Form,Community School,Secondary,Clissold Road,Open,Mixed,Hackney,-0.0846212,51.5578995
StoneStMary'sCofePrimarySchoolHayesRoad,Stone St Mary's Cofe Primary School,Voluntary Controlled School,Primary,Hayes Road,Open,Mixed,Dartford,0.261272,51.4424019
StoneydownParkSchoolPretoriaAvenue,Stoneydown Park School,Community School,Primary,Pretoria Avenue,Open,Mixed,Waltham Forest,-0.0365592,51.5858994
StormontHouseSchoolDownsParkRoad,Stormont House School,Community Special School,Not applicable,Downs Park Road,Open,Mixed,Hackney,-0.059596,51.5527
StormontSchoolTheCauseway,Stormont School,Other Independent School,Not applicable,The Causeway,Open,Girls,Hertsmere,-0.17072,51.7004013
StradbrokeC/oTulipCare,Stradbroke,Other Independent Special School,Not applicable,C/o Tulip Care,Open,Girls,Redbridge,0.0439824,51.5909004
Strand-on-the-greenInfantAndNurserySchoolThamesRoad,Strand-on-the-green Infant And Nursery School,Community School,Primary,Thames Road,Open,Mixed,Hounslow,-0.280384,51.4874992
Strand-on-the-greenJuniorSchoolThamesRoad,Strand-on-the-green Junior School,Community School,Primary,Thames Road,Open,Mixed,Hounslow,-0.280384,51.4874992
StratfordSchoolUptonLane,Stratford School,Academy Converter,Secondary,Upton Lane,Open,Mixed,Newham,0.0235199,51.5410004
StreathamAndClaphamHighSchool42AbbotswoodRoad,Streatham And Clapham High School,Other Independent School,Not applicable,42 Abbotswood Road,Open,Girls,Lambeth,-0.138154,51.4352989
StreathamWellsPrimarySchool50PalaceRoad,Streatham Wells Primary School,Community School,Primary,50 Palace Road,Open,Mixed,Lambeth,-0.115991,51.4399986
StreetvibesMediaAcademy6ElthamHighStreet,Streetvibes Media Academy,Other Independent School,Not applicable,6 Eltham High Street,Open,Mixed,Greenwich,0.0494512,51.4510994
StroudGreenPrimarySchoolWoodstockRoad,Stroud Green Primary School,Community School,Primary,Woodstock Road,Open,Mixed,Haringey,-0.107138,51.5690994
StudySchool57ThetfordRoad,Study School,Other Independent School,Not applicable,57 Thetford Road,Open,Mixed,Kingston Upon Thames,-0.259446,51.3953018
SudbournePrimarySchoolHayterRoad,Sudbourne Primary School,Community School,Primary,Hayter Road,Open,Mixed,Lambeth,-0.119334,51.4584007
SudburyPrimarySchoolWatfordRoad,Sudbury Primary School,Academy Converter,Primary,Watford Road,Open,Mixed,Brent,-0.319624,51.5597992
SuffahPrimarySchoolHounslowJamiaMasjid,Suffah Primary School,Other Independent School,Not applicable,Hounslow Jamia Masjid,Open,Mixed,Hounslow,-0.375059,51.4590988
SuffolksPrimarySchoolBrickLane,Suffolks Primary School,Community School,Primary,Brick Lane,Open,Mixed,Enfield,-0.0551163,51.6576996
SulivanPrimarySchoolPeterboroughRoad,Sulivan Primary School,Community School,Primary,Peterborough Road,Open,Mixed,Hammersmith And Fulham,-0.199492,51.4706993
SummersidePrimarySchoolCrossway,Summerside Primary School,Community School,Primary,Crossway,Open,Mixed,Barnet,-0.168356,51.6095009
SummerswoodPrimarySchoolFurzehillRoad,Summerswood Primary School,Community School,Primary,Furzehill Road,Open,Mixed,Hertsmere,-0.267806,51.6503983
SunburyManorSchoolNurseryRoad,Sunbury Manor School,Academy Converter,Secondary,Nursery Road,Open,Mixed,Spelthorne,-0.421023,51.4147987
SundridgeAndBrastedChurchOfEnglandVoluntaryControlledPrimarySchoolChurchRoad,Sundridge And Brasted Church Of England Voluntary Controlled Primary School,Voluntary Controlled School,Primary,Church Road,Open,Mixed,Sevenoaks,0.127023,51.2742996
SunnydownSchoolPortleyHouse,Sunnydown School,Community Special School,Not applicable,Portley House,Open,Boys,Tandridge,-0.0850506,51.2947998
SunnyfieldsPrimarySchoolHatchcroft,Sunnyfields Primary School,Community School,Primary,Hatchcroft,Open,Mixed,Barnet,-0.231749,51.5910988
SunnyhillPrimarySchoolSunnyhillRoad,Sunnyhill Primary School,Community School,Primary,Sunnyhill Road,Open,Mixed,Lambeth,-0.120121,51.4291
SunrisePrimarySchool55ConistonRoad,Sunrise Primary School,Other Independent School,Not applicable,55 Coniston Road,Open,Mixed,Haringey,-0.065587,51.6069984
SurbitonHighSchoolSurbitonCrescent,Surbiton High School,Other Independent School,Not applicable,Surbiton Crescent,Open,Mixed,Kingston Upon Thames,-0.304612,51.399601
SurreySquarePrimarySchoolSurreySquare,Surrey Square Primary School,Foundation School,Primary,Surrey Square,Open,Mixed,Southwark,-0.0830117,51.4888
SusiEarnshawTheatreSchool68HighStreet,Susi Earnshaw Theatre School,Other Independent School,Not applicable,68 High Street,Open,Mixed,Barnet,-0.200014,51.6531982
SussexHouseSchool68CadoganSquare,Sussex House School,Other Independent School,Not applicable,68 Cadogan Square,Open,Boys,Kensington And Chelsea,-0.161483,51.4945984
SuttonGrammarSchoolManorLane,Sutton Grammar School,Academy Converter,Secondary,Manor Lane,Open,Boys,Sutton,-0.189772,51.3651009
SuttonHighSchool55CheamRoad,Sutton High School,Other Independent School,Not applicable,55 Cheam Road,Open,Girls,Sutton,-0.197623,51.3609009
SuttonsPrimarySchoolSuttonsLane,Suttons Primary School,Community School,Primary,Suttons Lane,Open,Mixed,Havering,0.217938,51.5503006
SwaffieldPrimarySchoolStAnn'sHill,Swaffield Primary School,Community School,Primary,St Ann's Hill,Open,Mixed,Wandsworth,-0.185779,51.4511986
SwakeleysSchoolForGirlsCliftonGardens,Swakeleys School For Girls,Academy Converter,Secondary,Clifton Gardens,Open,Girls,Hillingdon,-0.445077,51.5373001
SwanleaSchool31BradyStreet,Swanlea School,Community School,Secondary,31 Brady Street,Open,Mixed,Tower Hamlets,-0.0600751,51.5208015
SwissCottageSchool-Development&ResearchCentre80AvenueRoad,Swiss Cottage School - Development & Research Centre,Community Special School,Not applicable,80 Avenue Road,Open,Mixed,Camden,-0.171355,51.5409012
SybournPrimarySchoolSybournStreet,Sybourn Primary School,Academy Sponsor Led,Primary,Sybourn Street,Open,Mixed,Waltham Forest,-0.0274926,51.5702019
SydenhamHighSchoolGdst19WestwoodHill,Sydenham High School Gdst,Other Independent School,Not applicable,19 Westwood Hill,Open,Girls,Lewisham,-0.064277,51.4263992
SydenhamSchoolDartmouthRoad,Sydenham School,Community School,Secondary,Dartmouth Road,Open,Girls,Lewisham,-0.0592104,51.4342003
TTTYYSchool14HeathlandRoad,T T T Y Y School,Other Independent School,Not applicable,14 Heathland Road,Open,Boys,Hackney,-0.081525,51.5681
Ta-LeemAcademy530-542HighStreetNorth,Ta - Leem Academy,Other Independent School,Not applicable,530-542 High Street North,Closed,Mixed,Newham,0.0478842,51.550499
TabernacleSchool32StAnn'sVillas,Tabernacle School,Other Independent School,Not applicable,32 St Ann's Villas,Open,Mixed,Kensington And Chelsea,-0.214941,51.5075989
TadworthPrimarySchoolHeathcote,Tadworth Primary School,Foundation School,Primary,Heathcote,Open,Mixed,Reigate And Banstead,-0.227767,51.2924995
TalmudTorahBobovPrimarySchool87EgertonRoad,Talmud Torah Bobov Primary School,Other Independent School,Not applicable,87 Egerton Road,Open,Boys,Hackney,-0.0683624,51.5741997
TalmudTorahChaimMeirimWiznitzSchool26LampardGrove,Talmud Torah Chaim Meirim Wiznitz School,Other Independent School,Not applicable,26 Lampard Grove,Open,Boys,Hackney,-0.0703503,51.5671997
TalmudTorahLondon202UpperClaptonRoad,Talmud Torah London,Other Independent School,Not applicable,202 Upper Clapton Road,Open,Boys,Hackney,-0.0600687,51.5670013
TalmudTorahMachzikeiHadassSchool98ClaptonCommon,Talmud Torah Machzikei Hadass School,Other Independent School,Not applicable,98 Clapton Common,Open,Boys,Hackney,-0.0657187,51.5726013
TalmudTorahTiferesShlomoh37ElmcroftCrescent,Talmud Torah Tiferes Shlomoh,Other Independent School,Not applicable,37 Elmcroft Crescent,Open,Boys,Barnet,-0.209912,51.5747986
TalmudTorahYetevLev111-115CazenoveRoad,Talmud Torah Yetev Lev,Other Independent School,Not applicable,111-115 Cazenove Road,Open,Boys,Hackney,-0.0643814,51.5660019
TarbiyyahPrimarySchoolUnit7,Tarbiyyah Primary School,Other Independent School,Not applicable,Unit 7,Open,Mixed,Hillingdon,-0.41901,51.5014
TashbarOfEdgwareMowbrayRoad,Tashbar Of Edgware,Other Independent School,Not applicable,Mowbray Road,Open,Boys,Barnet,-0.281291,51.612999
TatsfieldPrimarySchool3ShipHill,Tatsfield Primary School,Community School,Primary,3 Ship Hill,Open,Mixed,Tandridge,0.0272027,51.2911987
"TawhidBoysSchool,TawhidEducationalTrust21CazenoveRoad","Tawhid Boys School, Tawhid Educational Trust",Other Independent School,Not applicable,21 Cazenove Road,Open,Boys,Hackney,-0.0718152,51.5646019
TayyibahGirls'School88FileyAvenue,Tayyibah Girls' School,Other Independent School,Not applicable,88 Filey Avenue,Open,Girls,Hackney,-0.0614084,51.5674019
TeddingtonSchoolBroomRoad,Teddington School,Academy Converter,Secondary,Broom Road,Open,Mixed,Richmond Upon Thames,-0.312259,51.422699
TeikyoSchool(uk)FramewoodRoad,Teikyo School (uk),Other Independent School,Not applicable,Framewood Road,Open,Mixed,South Bucks,-0.56424,51.550499
TelferscotPrimarySchoolTelferscotRoad,Telferscot Primary School,Community School,Primary,Telferscot Road,Open,Mixed,Lambeth,-0.137109,51.4426003
TempleHillCommunityPrimaryAndNurserySchoolStEdmund'sRoad,Temple Hill Community Primary And Nursery School,Community School,Primary,St Edmund's Road,Open,Mixed,Dartford,0.22995,51.4528008
TetherdownPrimarySchoolGrandAvenue,Tetherdown Primary School,Community School,Primary,Grand Avenue,Open,Mixed,Haringey,-0.151955,51.5880013
ThamesChristianCollegeWyeStreet,Thames Christian College,Other Independent School,Not applicable,Wye Street,Open,Mixed,Wandsworth,-0.175183,51.4678993
ThamesDittonInfantSchoolSpeerRoad,Thames Ditton Infant School,Community School,Primary,Speer Road,Open,Mixed,Elmbridge,-0.337374,51.3913002
ThamesDittonJuniorSchoolMercerClose,Thames Ditton Junior School,Community School,Primary,Mercer Close,Open,Mixed,Elmbridge,-0.336108,51.3874016
ThamesViewInfants'SchoolBastableAvenue,Thames View Infants' School,Academy Converter,Primary,Bastable Avenue,Open,Mixed,Barking And Dagenham,0.105651,51.5275993
ThamesViewJuniorSchoolSamuelFergusonPlace,Thames View Junior School,Academy Sponsor Led,Primary,Samuel Ferguson Place,Open,Mixed,Barking And Dagenham,0.105651,51.5275993
ThamesmeadSchoolManygateLane,Thamesmead School,Academy Converter,Secondary,Manygate Lane,Open,Mixed,Spelthorne,-0.442112,51.3937988
TheAbbeyCollegeInLondon23BloomsburySquare,The Abbey College In London,Other Independent School,Not applicable,23 Bloomsbury Square,Closed,Mixed,Camden,-0.123358,51.5195999
TheAcademySchool2PilgrimsPlace,The Academy School,Other Independent School,Not applicable,2 Pilgrims Place,Open,Mixed,Camden,-0.173446,51.5553017
TheAlbanySchoolBroadstoneRoad,The Albany School,Academy Converter,Secondary,Broadstone Road,Open,Mixed,Havering,0.200588,51.5587006
TheAldenhamFoundationElstree,The Aldenham Foundation,Other Independent School,Not applicable,Elstree,Open,Mixed,Hertsmere,-0.32793,51.6632996
TheAldertonInfantSchoolAldertonHallLane,The Alderton Infant School,Community School,Primary,Alderton Hall Lane,Open,Mixed,Epping Forest,0.0669749,51.6428986
TheAldertonJuniorSchoolAldertonHallLane,The Alderton Junior School,Community School,Primary,Alderton Hall Lane,Open,Mixed,Epping Forest,0.0669749,51.6428986
TheAltonSchoolDaneburyAvenue,The Alton School,Community School,Primary,Danebury Avenue,Open,Mixed,Wandsworth,-0.248287,51.4519005
TheAmericanSchoolInLondon1WaverleyPlace,The American School In London,Other Independent School,Not applicable,1 Waverley Place,Open,Mixed,Westminster,-0.176961,51.5349007
TheAnchorSchoolSuttonJuniorTennisCentre,The Anchor School,Other Independent Special School,Not applicable,Sutton Junior Tennis Centre,Closed,Mixed,Sutton,-0.195659,51.3779984
TheAnnexSchoolHouseLeydenHatchLane,The Annex School House,Other Independent Special School,Not applicable,Leyden Hatch Lane,Open,Mixed,Sevenoaks,0.166633,51.406601
TheAnnunciationCatholicInfantSchoolThirlebyRoad,The Annunciation Catholic Infant School,Voluntary Aided School,Primary,Thirleby Road,Open,Mixed,Barnet,-0.260176,51.6027985
TheAnnunciationRcJuniorSchoolTheMeads,The Annunciation Rc Junior School,Voluntary Aided School,Primary,The Meads,Open,Mixed,Barnet,-0.258082,51.6118011
TheAnthonyRoperPrimarySchoolHighStreet,The Anthony Roper Primary School,Foundation School,Primary,High Street,Open,Mixed,Sevenoaks,0.216347,51.3716011
TheArchbishopLanfrancAcademyMitchamRoad,The Archbishop Lanfranc Academy,Academy Sponsor Led,Secondary,Mitcham Road,Open,Mixed,Croydon,-0.130571,51.391201
TheArcherAcademyBeaumontClose,The Archer Academy,Free Schools,Secondary,Beaumont Close,Open,Mixed,Barnet,-0.168385,51.5910988
TheBeaconSchoolPicquetsWay,The Beacon School,Academy Converter,Secondary,Picquets Way,Open,Mixed,Reigate And Banstead,-0.215495,51.3149986
TheBelhamPrimarySchool198BellendenRoad,The Belham Primary School,Free Schools,Primary,198 Bellenden Road,Open,Mixed,Southwark,-0.0742226,51.4662018
TheBishopWandChurchOfEnglandSchoolLayton'sLane,The Bishop Wand Church Of England School,Academy Converter,Secondary,Layton's Lane,Open,Mixed,Spelthorne,-0.425882,51.4107018
TheBlueSchoolCofePrimaryNorthStreet,The Blue School Cofe Primary,Voluntary Aided School,Primary,North Street,Open,Mixed,Hounslow,-0.32499,51.4693985
TheBoxingAcademy23HackneyGrove,The Boxing Academy,Other Independent School,Not applicable,23 Hackney Grove,Open,Mixed,Hackney,-0.0565951,51.5443001
TheBreakspearSchoolBusheyRoad,The Breakspear School,Community School,Primary,Bushey Road,Open,Mixed,Hillingdon,-0.451684,51.5699005
TheBrentPrimarySchoolLondonRoad,The Brent Primary School,Academy Converter,Primary,London Road,Open,Mixed,Dartford,0.245957,51.4429016
TheBridgeAcademyLaburnumStreet,The Bridge Academy,Academy Sponsor Led,Secondary,Laburnum Street,Open,Mixed,Hackney,-0.0729697,51.5355988
TheBridgeApAcademyFinlayStreet,The Bridge Ap Academy,Academy Alternative Provision Converter,Not applicable,Finlay Street,Open,Mixed,Hammersmith And Fulham,-0.21988,51.4751015
TheBridgeSchool28CarletonRoad,The Bridge School,Community Special School,Not applicable,28 Carleton Road,Open,Mixed,Islington,-0.136282,51.5572014
TheBrittonsAcademyTrustFordLane,The Brittons Academy Trust,Academy Converter,Secondary,Ford Lane,Open,Mixed,Havering,0.18816,51.5363007
TheBrookSchoolAdamsRoad,The Brook School,Community Special School,Not applicable,Adams Road,Open,Mixed,Haringey,-0.0845173,51.5956993
TheBusheyAcademyLondonRoad,The Bushey Academy,Academy Sponsor Led,Secondary,London Road,Open,Mixed,Hertsmere,-0.369604,51.6463013
TheBusinessAcademyBexleyYarntonWay,The Business Academy Bexley,Academy Sponsor Led,All Through,Yarnton Way,Open,Mixed,Bexley,0.134089,51.4959984
TheCamdenSchoolForGirlsSandallRoad,The Camden School For Girls,Voluntary Aided School,Secondary,Sandall Road,Open,Girls,Camden,-0.134705,51.5460014
TheCampionSchoolWingletyeLane,The Campion School,Academy Converter,Secondary,Wingletye Lane,Open,Boys,Havering,0.231745,51.5821991
TheCardinalVaughanMemorialRcSchool89AddisonRoad,The Cardinal Vaughan Memorial Rc School,Academy Converter,Secondary,89 Addison Road,Open,Boys,Kensington And Chelsea,-0.211755,51.5038986
TheCardinalWisemanCatholicSchoolGreenfordRoad,The Cardinal Wiseman Catholic School,Voluntary Aided School,Secondary,Greenford Road,Open,Mixed,Ealing,-0.352034,51.5251999
TheCathedralSchoolOfStSaviourAndStMaryOveryRedcrossWay,The Cathedral School Of St Saviour And St Mary Overy,Voluntary Aided School,Primary,Redcross Way,Open,Mixed,Southwark,-0.0939893,51.5028992
TheCavendishSchool31InvernessStreet,The Cavendish School,Other Independent School,Not applicable,31 Inverness Street,Open,Girls,Camden,-0.145113,51.5390015
TheCedarsPrimarySchoolHighStreet,The Cedars Primary School,Community Special School,Not applicable,High Street,Open,Mixed,Hounslow,-0.41113,51.4840012
TheCedarsSchoolCoombeRoad,The Cedars School,Other Independent School,Not applicable,Coombe Road,Open,Boys,Croydon,-0.071874,51.3638
"TheChaffordSchool,ASpecialistBusinessAndEnterpriseCollegeLambsLaneSouth","The Chafford School, A Specialist Business And Enterprise College",Academy Converter,Secondary,Lambs Lane South,Open,Mixed,Havering,0.20486,51.5154991
TheChalfontsCommunityCollegeNarcotLane,The Chalfonts Community College,Academy Converter,Secondary,Narcot Lane,Open,Mixed,Chiltern,-0.570224,51.6097984
TheCharterSchoolRedPostHill,The Charter School,Academy Converter,Secondary,Red Post Hill,Open,Mixed,Southwark,-0.0893039,51.4564018
TheChelseaGroupOfChildrenStAndrew'sChurchHall,The Chelsea Group Of Children,Other Independent Special School,Not applicable,St Andrew's Church Hall,Open,Mixed,Wandsworth,-0.185444,51.4407997
TheChildren'sHouseUpperSchoolKingHenry'sWalk,The Children's House Upper School,Other Independent School,Not applicable,King Henry's Walk,Open,Mixed,Islington,-0.0800602,51.5489998
TheChildren'sTrustSchoolTadworthCourt,The Children's Trust School,Non-maintained Special School,Not applicable,Tadworth Court,Open,Mixed,Reigate And Banstead,-0.225931,51.2951012
"TheCityAcademy,HackneyHomertonRow","The City Academy, Hackney",Academy Sponsor Led,Secondary,Homerton Row,Open,Mixed,Hackney,-0.0484581,51.5486984
TheClaraGrantPrimarySchoolKnappRoad,The Clara Grant Primary School,Community School,Primary,Knapp Road,Open,Mixed,Tower Hamlets,-0.019727,51.521801
"TheCompleteWorksIndependentSchoolTheOldTrumanBrewery,91BrickLane",The Complete Works Independent School,Other Independent School,Not applicable,"The Old Truman Brewery, 91 Brick Lane",Open,Mixed,Tower Hamlets,-0.0723015,51.5217018
TheComptonSchoolSummersLane,The Compton School,Academy Converter,Secondary,Summers Lane,Open,Mixed,Barnet,-0.163095,51.6096001
TheCoopers'CompanyAndCobornSchoolStMary'sLane,The Coopers' Company And Coborn School,Academy Converter,Secondary,St Mary's Lane,Open,Mixed,Havering,0.260196,51.5563011
TheCornerstoneSchool22WestHill,The Cornerstone School,Other Independent School,Not applicable,22 West Hill,Closed,Mixed,Epsom And Ewell,-0.274171,51.3340988
TheCrescentPrimarySchoolTheCrescent,The Crescent Primary School,Academy Converter,Primary,The Crescent,Open,Mixed,Croydon,-0.0916638,51.3890991
TheCrestAcademiesCrestRoad,The Crest Academies,Academy Sponsor Led,Secondary,Crest Road,Open,Mixed,Brent,-0.241447,51.5634995
TheCumberlandSchoolObanClose,The Cumberland School,Community School,Secondary,Oban Close,Open,Mixed,Newham,0.0341009,51.5214996
TheDaiglenSchool68PalmerstonRoad,The Daiglen School,Other Independent School,Not applicable,68 Palmerston Road,Open,Mixed,Epping Forest,0.0371963,51.6269989
TheDanesfieldManorSchool11RydensAvenue,The Danesfield Manor School,Other Independent School,Not applicable,11 Rydens Avenue,Open,Mixed,Elmbridge,-0.405487,51.3793983
TheDevonshireHillNursery&PrimarySchoolWeirHallRoad,The Devonshire Hill Nursery &  Primary School,Community School,Primary,Weir Hall Road,Open,Mixed,Haringey,-0.081004,51.6071014
TheDominieSchoolLimited55WarrinerGardens,The Dominie School Limited,Other Independent Special School,Not applicable,55 Warriner Gardens,Open,Mixed,Wandsworth,-0.157563,51.4746017
TheDouayMartyrsCatholicSchoolEdinburghDrive,The Douay Martyrs Catholic School,Academy Converter,Secondary,Edinburgh Drive,Open,Mixed,Hillingdon,-0.444551,51.5591011
TheEchelfordPrimarySchoolParkRoad,The Echelford Primary School,Academy Sponsor Led,Primary,Park Road,Open,Mixed,Spelthorne,-0.448108,51.4303017
TheEdenSchool(sda)GunnersburyCentre,The Eden School (sda),Other Independent School,Not applicable,Gunnersbury Centre,Open,Mixed,Hounslow,-0.280681,51.4957008
TheEllenWilkinsonSchoolForGirlsQueen'sDrive,The Ellen Wilkinson School For Girls,Foundation School,Secondary,Queen's Drive,Open,Girls,Ealing,-0.287909,51.5168991
TheElmgreenSchoolElmcourtRoad,The Elmgreen School,Voluntary Controlled School,Secondary,Elmcourt Road,Open,Mixed,Lambeth,-0.103862,51.4385986
TheElstreeUtcStudioWay,The Elstree Utc,University Technical College,Secondary,Studio Way,Open,Mixed,Hertsmere,-0.261447,51.6605988
TheEndeavourSchoolHogarthAvenue,The Endeavour School,Foundation Special School,Not applicable,Hogarth Avenue,Open,Mixed,Brentwood,0.31864,51.6172981
TheFalconsSchoolForBoys2BurnabyGardens,The Falcons School For Boys,Other Independent School,Not applicable,2 Burnaby Gardens,Open,Boys,Hounslow,-0.273117,51.4877014
TheFalconsSchoolForGirls11WoodboroughRoad,The Falcons School For Girls,Other Independent School,Not applicable,11 Woodborough Road,Open,Girls,Wandsworth,-0.233907,51.4620018
TheFamilySchoolAtLarkhall206-210LyhamRoad,The Family School At Larkhall,Other Independent School,Not applicable,206-210 Lyham Road,Closed,Mixed,Lambeth,-0.126495,51.4497986
TheFrancesBardsleyAcademyForGirlsBrentwoodRoad,The Frances Bardsley Academy For Girls,Academy Converter,Secondary,Brentwood Road,Open,Girls,Havering,0.19905,51.5732002
TheFromBoyhoodToManhoodFoundation1NewentClose,The From Boyhood To Manhood Foundation,Other Independent School,Not applicable,1 Newent Close,Open,Mixed,Southwark,-0.0826323,51.4803009
TheFulhamPreparatorySchoolLimited200GreyhoundRoad,The Fulham Preparatory School Limited,Other Independent School,Not applicable,200 Greyhound Road,Open,Mixed,Hammersmith And Fulham,-0.209789,51.4864006
TheGardenSchoolWordsworthRoad,The Garden School,Community Special School,Not applicable,Wordsworth Road,Open,Mixed,Hackney,-0.0787967,51.5540009
TheGatewayPrimaryAcademyMilestoneRoad,The Gateway Primary Academy,Academy Converter,Primary,Milestone Road,Open,Mixed,Dartford,0.241159,51.4436989
TheGermanSchoolDouglasHouse,The German School,Other Independent School,Not applicable,Douglas House,Open,Mixed,Richmond Upon Thames,-0.304965,51.4453011
TheGerrardsCrossCofeSchoolMorelandDrive,The Gerrards Cross Cofe School,Academy Converter,Primary,Moreland Drive,Open,Mixed,South Bucks,-0.550666,51.5808983
TheGodolphinAndLatymerSchoolIffleyRoad,The Godolphin And Latymer School,Other Independent School,Not applicable,Iffley Road,Open,Girls,Hammersmith And Fulham,-0.229969,51.4953003
TheGowerSchool10CynthiaStreet,The Gower School,Other Independent School,Not applicable,10 Cynthia Street,Open,Mixed,Islington,-0.113563,51.5320015
TheGreenSchoolBuschCorner,The Green School,Academy Converter,Secondary,Busch Corner,Open,Girls,Hounslow,-0.324952,51.4790993
TheGreenwichFreeSchool403ShootersHillRoad,The Greenwich Free School,Free Schools,Secondary,403 Shooters Hill Road,Open,Mixed,Greenwich,0.0527462,51.4720001
TheGrevillePrimarySchoolStonnyCroft,The Greville Primary School,Community School,Primary,Stonny Croft,Open,Mixed,Mole Valley,-0.294825,51.3143997
TheGreyCoatHospitalGreycoatPlace,The Grey Coat Hospital,Academy Converter,Secondary,Greycoat Place,Open,Girls,Westminster,-0.134541,51.4959984
TheHallSchool23CrossfieldRoad,The Hall School,Other Independent School,Not applicable,23 Crossfield Road,Open,Boys,Camden,-0.170914,51.5453987
"TheHampshireSchool,Chelsea15ManresaRoad","The Hampshire School, Chelsea",Other Independent School,Not applicable,15 Manresa Road,Open,Mixed,Kensington And Chelsea,-0.172404,51.4869995
TheHarefieldAcademyNorthwoodWay,The Harefield Academy,Academy Sponsor Led,Secondary,Northwood Way,Open,Mixed,Hillingdon,-0.473202,51.6063995
TheHarrodianSchoolLonsdaleRoad,The Harrodian School,Other Independent School,Not applicable,Lonsdale Road,Open,Mixed,Richmond Upon Thames,-0.246254,51.4817009
TheHawthornsSchoolPendellCourt,The Hawthorns School,Other Independent School,Not applicable,Pendell Court,Open,Mixed,Tandridge,-0.113908,51.2509995
TheHayesPrimarySchoolHayesLane,The Hayes Primary School,Community School,Primary,Hayes Lane,Open,Mixed,Croydon,-0.108962,51.3167
TheHeathlandSchoolWellingtonRoadSouth,The Heathland School,Community School,Secondary,Wellington Road South,Open,Mixed,Hounslow,-0.376226,51.4578018
TheHenriettaBarnettSchoolCentralSquare,The Henrietta Barnett School,Academy Converter,Secondary,Central Square,Open,Girls,Barnet,-0.189198,51.5811005
