DISTRITO,BARRIO,TIPO_VEHICULO,CLASIFICACION_AMBIENTAL,TIPO_CARBURANTE
--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
--,--,TURISMO,Cero Emisiones,ELECTRICO
--,--,TURISMO,ECO,ELECTRICO
--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,--,TURISMO,Cero Emisiones,ELECTRICO
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,IMPERIAL,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Retiro,LOS JERONIMOS,TURISMO,Sin distintivo Ambiental,HIBRIDO ENCHUFABLES PHEV
Arganzuela,CHOPERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,CHOPERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,CHOPERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,DELICIAS,CAMION,Cero Emisiones,ELECTRICO
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,ACACIAS,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,CAMION,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,ATOCHA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GOYA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GOYA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,CHOPERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,CHOPERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,CHOPERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,CHOPERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,CHOPERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,FUENTE DEL BERRO,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,FUENTE DEL BERRO,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,FUENTE DEL BERRO,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,FUENTE DEL BERRO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,FUENTE DEL BERRO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,FUENTE DEL BERRO,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ADELFAS,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,DELICIAS,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,LISTA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,LISTA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,LISTA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,LISTA,TURISMO,Cero Emisiones,ELECTRICO
Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
Retiro,PACIFICO,CAMION,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
Retiro,PACIFICO,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Arganzuela,ATOCHA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,CASTELLANA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,CASTELLANA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,CASTELLANA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,CASTELLANA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,CASTELLANA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,CASTELLANA,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Retiro,IBIZA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,IBIZA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,IBIZA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,IBIZA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,IBIZA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,--,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,EL VISO,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,EL VISO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,EL VISO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,EL VISO,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,EL VISO,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,EL VISO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,LOS JERONIMOS,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Centro,CORTES,TURISMO,Cero Emisiones,ELECTRICO
Centro,CORTES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Centro,CORTES,TURISMO,Cero Emisiones,ELECTRICO
Centro,CORTES,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,ELECTRICO
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,IBIZA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,IBIZA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,IBIZA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,IBIZA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,IBIZA,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
Centro,JUSTICIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GOYA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GOYA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GOYA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GOYA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GOYA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GOYA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GOYA,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,ELECTRICO
Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,ELECTRICO
Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,ELECTRICO
Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
