tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;direccion_via_codigo;direccion_via_nombre;direccion_portal_numero;direccion_piso;direccion_puerta;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;direccion_longitud;direccion_latitud;horario_acceso;codigo_dea
Otros;Privada;058;Fuenlabrada;AVDA;de las Provincias;18;1;;28941;C.C LAS PROVINCIAS ALTAFIT;431874;4460980;-3,80157891020632;40,2965461383768;"L a V: 7H A 23H; S: 9H A 20H; D: 10H A 15H";2023-476
Otros;Privada;079;Madrid;CALLE;de Amsterdam;3;;;28042;Novotel campo de las Naciones, Recepción ;447859;4479250;-3,61500408482569;40,4622850928121;24H;2023-258
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Áncora;43;;;28045;Metrónomo Salas de Ensayo. Equipo instalado en el pasillo de aula s.;441515;4472709;-3,68922493361486;40,4029383427584;;2024-217
Otros;Privada;079;Madrid;AVDA;de Andalucía;km 9;;;;EN PASILLO DE ACCESO A OFICINAS, JUNTO A RECEPCIÓN AUTOCARES SAMAR;441115;4466761;-3,69338895509343;40,349327270608;6-23;2018-753
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;AVDA;de Andalucía;7,00;;;28041;CENTRO COMERCIAL LOS ANGELES ;441236;4468332;-3,6921089381353;40,3634882947391;;2018-2340
Otros;Privada;079;Madrid;AVDA;de Andalucía;9,2;;;28021;TALLER ;460971;4454848;-3,4588608068871;40,2431677969258;;2019-373
Otros;Privada;079;Madrid;AVDA;de Andalucía;0;;;28021;SAICA VILLAVERDE ;442568;4465300;-3,67614915190811;40,3362669496798;;2022-429
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;AVDA;de Andalucía;7,100;;;28041;;441241;4468325;-3,69204940844548;40,3634255870803;24H;2024-619
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;AVDA;de los Andes;50;BAJA;;28042;ECI CAMPO DE LAS NACIONES PLANTA BAJA EL CORTE INGLÉS;447593;4478825;-3,61810629463204;40,4584397204129;;2020-185
Otros;Privada;079;Madrid;CALLE;de Andrés Torrejón;8;;;28014;Centro SumaMente ;442128;4473134;-3,68204007850831;40,4068098009731;;2024-747
Otros;Privada;049;Coslada;PASEO;de las Acacias;5;7;A;28821;;454286;4475877;-3,53895812174389;40,4322771948612;;2022-967
Centro educativo;Privada;047;Collado Villalba;CTRA;Moralzarzal;6;;;28400;EN LA SALA DE ENTREVISTAS ;417504;4499078;-3,97559052080587;40,6384293616813;;2019-330
Establecimiento hotelero con más de 100 plazas;Privada;047;Collado Villalba;CTRA;de Navacerrada;KM1.37;;;28400;FC HOTELES S.L.U. ;414857;4500232;-4,00704541582724;40,6485552319436;24 HORAS 365 DIAS;2021-308
Otros;Privada;079;Madrid;CALLE;del Camino Viejo de Leganés;39;2;B;28021;DOMICILIO PARTICULAR ;439491;4466145;-3,71245227924087;40,3436617783327;24H;2024-743
Otros;Privada;079;Madrid;CALLE;del Camino Viejo de Villaverde;26;;;28041;VESTIBULO, JUNTO SALA TERAPIA OCUPACIONAL ;439633;4469091;-3,71105919745369;40,3702112545393;;2020-209
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;de Campezo;3;;;28022;NAVE 1. ENPASILLO DE ENTRADA A SALA DE MÁQUINAS Y ENTRENAMIENTOS ALTAFIT LAS MERCEDES;450634;4477585;-3,58214508859688;40,4474552372069;7-22.30;2018-164
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Campezo;1;0;;28022;HALL/VESTÍBULO ZONA DONDE ESTÁ UBICADO ELPERSONAL DE RECEPCIÓN APPLUS NORCONTROL, S.L.U.dePARQUE EMPRESARIAL LAS MERCEDES;450652;4477728;-3,58194394681007;40,4487445410696;;2018-1661
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de Campezo;8;;;28022;APARTAMENTOS SUITES AEROPUERTO ;450523;4477462;-3,58344440208492;40,4463405759589;;2018-2584
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Campezo;1;;;28022;;450652;4477729;-3,58194402451581;40,4487535497061;24 HORAS;2018-3054
Aeropuertos;Pública;079;Madrid;CALLE;de Campezo;1;;;28022;PLANTA BAJA HALL ;450621;4477754;-3,58231152284234;40,4489769247433;;2019-2195
Aeropuertos;Pública;079;Madrid;CALLE;de Campezo;1;;;28022;EDIFICIO 7 PARQUE EMPRESARIAL LAS MERCEDES ;450809;4477630;-3,58008499935458;40,4478709996277;;2019-2197
Otros;Privada;079;Madrid;CALLE;de Campezo;1;2;;28022;;450838;4477719;-3,57974992297255;40,4486744841711;;2023-487
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de Campezo;;;;28022;APARTAMENTOS SUITES FLORIDA ;450597;4477732;-3,58259282221913;40,4487773087829;24H;2023-1015
Establecimiento dependiente de una Administración Pública;Privada;079;Madrid;AVDA;del Campo de Calatrava;3;;;28034;SAN ISIDRO RUGBY CLUB ;441245;4483545;-3,69340924031457;40,5005347604552;de 17.00 a 23.00 de lunes a viernes. Sabados y domingos todo el dia;2023-922
Establecimiento dependiente de una Administración Pública;Pública;058;Fuenlabrada;CALLE;de Creta;2;;;28943;HALL ENTRADA CENTRO DEPORTIVO CRETA ;431669;4459210;-3,80380181916049;40,2805844218431;L 15:00 a 22:00/ M a V 8:30 a 14:00 Tarde 17:00 a 22:  ;2018-2157
Otros;Pública;058;Fuenlabrada;CALLE;de Eduardo Torroja;50;;;28946;Nave de medio ambiente - Fachada ;433659;4459621;-3,78043740736416;40,2844471687568;L a V 07:00 - 14:00;2022-478
Establecimiento dependiente de una Administración Pública;Pública;058;Fuenlabrada;CALLE;Oasis;6;;;28942;Agrupación de Voluntarios de Protección Civil de Fuenlabrada ;430553;4460685;-3,81708846461884;40,2937799289087;;2018-2213
Otros;Pública;058;Fuenlabrada;CALLE;Oasis;6;;;28942;Agrupación de Voluntarios de Protección Civil de Fuenlabrada ;430553;4460685;-3,81708846461884;40,2937799289087;;2018-2212
Establecimiento dependiente de una Administración Pública;Pública;058;Fuenlabrada;CALLE;Oasis;6;;;28942;PROTECCION CIVIL - DISPOSITIVO MOVIL Agrupación de Voluntarios Protección Civil de Fuenlabrada;430553;4460685;-3,81708846461884;40,2937799289087;;2018-2211
Establecimiento dependiente de una Administración Pública;Pública;058;Fuenlabrada;CALLE;Oasis;6;;;28942;VEHICULO DE BOMBEROS ;430553;4460685;-3,81708846461884;40,2937799289087;;2018-2210
Otros;Pública;058;Fuenlabrada;CALLE;Oasis;6;;;28942;Bomberos -Dispositivo Movil ;430525;4460756;-3,81742557804041;40,2944172001808;24h;2022-937
Otros;Pública;058;Fuenlabrada;CALLE;Oasis;6;;;28942;Protección Civil-Dispositivo Movil ;430525;4460756;-3,81742557804041;40,2944172001808;;2022-980
Otros;Pública;058;Fuenlabrada;CALLE;Oasis;6;;;28942;Protección civil ;430525;4460756;-3,81742557804041;40,2944172001808;;2023-478
Centro de trabajo con más de 250 trabajadores;Privada;058;Fuenlabrada;CALLE;de los Herreros;1;;;28942;;428878;4462418;-3,83698659762184;40,3092505843541;6:30-22:30;2024-412
Otros;Pública;174;Villamanta;CALLE;del Doctor Carrasco Ortiz;12;;;28610;EDIFICIO PROTECCIÓN CIVIL ;405626;4461489;-4,11044388779399;40,2985794182793;;2018-1454
Establecimiento dependiente de una Administración Pública;Pública;174;Villamanta;AVDA;de la Libertad;37;;;28610;SEDE DE LA POLICÍA LOCAL AYUNTAMIENTO DE VILLAMANTA;440836;4474749;-3,69741584959612;40,4212676932372;24 H;2018-965
Centro educativo;Pública;157;Valdelaguna;CALLE;de los Colegios;2;;;28391;casita de niños comedor ;468430;4445431;-3,37070552248077;40,158641682631;;2024-247
Otros;Privada;007;Alcorcón;CALLE;Copenhague;53;;;28922;pasillo soportales COM.PROP.;428117;4465994;-3,8463436354943;40,3413991671219;24H;2023-803
Otros;Privada;007;Alcorcón;CALLE;Copenhague;51;;;28922;;428186;4466188;-3,84555314056872;40,3431527156574;24H;2024-502
Otros;Privada;007;Alcorcón;CALLE;Vereda de los Barros;63;;;28925;EN EL HALL DE ENTRADA CONDUCTAIRE SL;428513;4471494;-3,84229819646544;40,3909785962052;;2018-1090
Otros;Privada;007;Alcorcón;CALLE;Alfredo Nobel;21;;;28922;Portal 8 ;429396;4464955;-3,83117146191486;40,3321487151902;;2022-104
Otros;Privada;007;Alcorcón;CALLE;Alfredo Nobel;3;;;28922;Detrás de recepción ;431234;4467801;-3,80984261814164;40,3579399593755;L a J 9:00 - 18:00 -  9:00 - 15:00 V Y JUNIO A SEPTIEMBRE;2019-916
Otros;Privada;007;Alcorcón;AVDA;Europa;S/N;;;28922;C.C. PARQUE OESTE ALCORCÓN. ENTRADA ENTRE SEGURIDAD Y CAFETERIA LEROY MERLIN;427749;4466085;-3,85068627879147;40,3421871375318;7.30-22;2018-1174
Otros;Privada;007;Alcorcón;AVDA;Europa;2;;;28922;EDIFICIO ALCOR - EN SEGURIDAD. ENTRADA AL LADO DE RECEPCION ;428153;4467005;-3,84603360687419;40,3505096372987;24 HORAS TODOS LOS DIAS;2018-1985
Centro de trabajo con más de 250 trabajadores;Privada;007;Alcorcón;AVDA;Europa;2;;;28922;Edificio B planta 2ª ;428044;4467025;-3,84731925728485;40,3506804074191;9:00 a 18:00;2018-2227
Centro de trabajo con más de 250 trabajadores;Privada;007;Alcorcón;AVDA;Europa;2;;;28922;HALL ACCESO OFICINAS ;428044;4467056;-3,84732275248321;40,350959663725;;2019-2785
Establecimiento hotelero con más de 100 plazas;Privada;007;Alcorcón;AVDA;Europa;2;;;28922;NH ALCORCÓN ;428151;4467009;-3,84605760573651;40,3505454981224;24H;2020-65
Centro de trabajo con más de 250 trabajadores;Privada;007;Alcorcón;AVDA;Europa;0;;;28922;CONFORAMA-Entrada primera planta, frente a escalera ;427895;4466721;-3,84903928341431;40,3479290283174;;2021-557
Otros;Privada;007;Alcorcón;AVDA;Europa;0;;;28922;CC Parque Oeste,KIABI ;428043;4466869;-3,84731344334119;40,3492750311555;L-D 10-22;2021-935
Otros;Privada;007;Alcorcón;AVDA;Europa;8;;;28922;ENTRADA C/ ESTRASBURGO. PLANTA BAJA JUNTO ENTRADA ALMACEN KIWOTO PET;427826;4466867;-3,84986818581547;40,3492382684879;9 A13 17 A 20;2021-121
Establecimiento dependiente de una Administración Pública;Pública;008;Aldea del Fresno;CALLE;Navayuncosa;24;;;28620;PABELLÓN DEPORTIVO MUNICIPAL EN LA ENTRADA, DENTRO DE LA OFICINA.;398115;4464394;-4,19926662266632;40,3238638295768;APERTURA DE LA INSTALACIÓN;2017-233
Otros;Privada;172;Villalbilla;CALLE;Escocia;S/N;;;28810;C.P. PEÑAS ALBAS VISEGUR S.A.;469498;4477601;-3,35969890678636;40,4485055688032;;2020-679
Establecimiento dependiente de una Administración Pública;Pública;172;Villalbilla;CALLE;Ávila;14;;;28810;CENTRO DEPORTIVO ZULEMA - RESTAURANTE - ENTRADA ;468042;4478212;-3,37689938802803;40,4539553086678;12-24H;2020-618
Establecimiento dependiente de una Administración Pública;Pública;172;Villalbilla;CALLE;Castillo;2;;;28810;VEHÍCULO MATRÍCULA 3797GSG - PEUGEOT BOXER ;474450;4475790;-3,30122979443838;40,4323572415679;SEGÚN TURNOS VOLUNTARIOS PROTECCIÓN CIVIL;2020-620
Establecimiento dependiente de una Administración Pública;Pública;172;Villalbilla;CALLE;Castillo;2;;;28810;VEHÍCULO MATRÍCULA 7135KBY - TOYOTA HILUX - PROTECCIÓN CIVIL ;474450;4475790;-3,30122979443838;40,4323572415679;SEGUN TRUNOS VOLUNTARIOS PRETECCIÓN CIVIL;2020-621
Centro de trabajo con más de 250 trabajadores;Privada;115;Pozuelo de Alarcón;CALLE;Enrique Granados;6;;;28224;EN EL BLOQUE DE OFICINAS SEDE DE GLOBALIA GLOBALIA ACTIVOS INMOBILIARIOS;431199;4478915;-3,8114563509182;40,4580548936497;;2018-877
Otros;Privada;115;Pozuelo de Alarcón;CALLE;Enrique Granados;6;;;28224;EDIFICIO B - COMPLEJO EMPRESARIAL CABDE ;431235;4478941;-3,81103461478531;40,4582920860862;JORNADA LABORAL;2019-2889
Centro educativo;Privada;115;Pozuelo de Alarcón;PASEO;de la Casa de Campo;2;;;28223;EN LA ENTRADA DE LA RECEPCIÓN DEL COLEGIO. CENTROS DE ENSEÑANZA EDUCACIÓN Y VIDA;433346;4473663;-3,78558555758388;40,4109184114897;;2018-1123
Centro educativo;Privada;115;Pozuelo de Alarcón;PASEO;de la Casa de Campo;2;;;28223;;433347;4473655;-3,7855729345769;40,4108464250616;lunes a viernes 9:00 a 16:30;2022-1398
Centro educativo;Pública;115;Pozuelo de Alarcón;CALLE;Diego de Velázquez;5;BAJA;PPAL;28223;CEIP LOS ÁNGELES ;433073;4472457;-3,78867603457301;40,4000324792792;;2018-543
Otros;Privada;115;Pozuelo de Alarcón;CALLE;Zurbarán;0;;;28223;C.P. PRADOS DEL REY 3 ;433369;4472687;-3,7852123190175;40,402128132347;24H;2023-965
Otros;Privada;115;Pozuelo de Alarcón;AVDA;de la Carrera;3;2;;28223;ECOASFALTS.A. ;433249;4472859;-3,78664436850958;40,4036679525866;08:00 a 18:30;2023-530
Centro educativo;Pública;119;Quijorna;CALLE;Virgen del Rocío;0;;;28693;;410310;4476091;-4,05739257787642;40,4306256559321;;2018-1988
Centro educativo;Privada;079;Madrid;CALLE;de Cullera;24;BAJA;;28047;SALA PROFESORES PLANTA BAJA JUNTO A RECEPCIÓN ;436580;4472042;-3,74731120042814;40,3965684685155;horario escolar;2024-530
Otros;Pública;079;Madrid;PLAZA;del Descubridor Diego de Ordás;2;4ª;;28003;CENTRO DE TRABAJO: OFICINAS CANAL DE ISABEL II;440632;4476925;-3,70002363788754;40,4408555639369;24H;2018-2041
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;PLAZA;del Descubridor Diego de Ordás;3;1ª;;28003;HALL DE ENTRADA. MÓDULO DERECHO CONSORCIO REGIONAL DE TRANSPORTES DE MADRID;440629;4476924;-3,70005891571783;40,4408463412997;8-21;2018-866
Otros;Privada;079;Madrid;PLAZA;del Descubridor Diego de Ordás;3;5;;28003;;440629;4476926;-3,7000591026191;40,4408643581809;;2023-150
Otros;Pública;079;Madrid;PLAZA;del Descubridor Diego de Ordás;3;;;28003;P3 oficina ;440629;4476924;-3,70005891571783;40,4408463412997;HORARI DE OFICINA;2024-857
Otros;Privada;079;Madrid;AVDA;del Doctor Federico Rubio y Galí;59;;;28040;GIMNASIO ;439506;4478226;-3,71342354650791;40,4524943444446;;2022-226
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Doctor Gómez Ulla;9;;;28028;;443324;4475731;-3,6681771700398;40,4302872488277;;2022-1179
Centro educativo;Privada;079;Madrid;CALLE;de Don Pedro;14;;;28005;;439478;4473700;-3,71332276655036;40,4117201606142;;2019-821
Establecimiento dependiente de una Administración Pública;Pública;045;Colmenar Viejo;PLAZA;de Eulogio Carrasco;1;;;28770;CONCEJALÍA DE EDUCACIÓN Y BIBLIOTECA MARIO VARGAS LLOSA ;435054;4501171;-3,76828208302273;40,6588498560683;L-V 8-21;2024-430
Establecimiento dependiente de una Administración Pública;Pública;113;Pinto;CALLE;de las Alpujarras;s/n;;;28320;TEATRO FRANCISCO RABAL HALL PRINCIPAL JUNTO A ACCESO BUTACAS PARES;441007;4454866;-3,69356407911042;40,2421614062337;SEGUN CARTELERA Y ACTOS;2017-19
Establecimiento dependiente de una Administración Pública;Pública;113;Pinto;CALLE;de Nicolás Fuster;2;;;28320;CENTRO MIGUEL ANGEL BLANCO ENTRADA PRINCIPAL JUNTO AL ASCENSOR;440021;4454651;-3,70513528363063;40,2401544799975;08:00 A 22:00;2017-7
Otros;Privada;113;Pinto;CALLE;Oropéndolas;4;;;28320;AL LADO DE RECEPCIÓN P.I. EL CASCAJAL;439391;4455305;-3,71260303321157;40,2460008257581;;2020-162
Centro educativo;Privada;079;Madrid;CALLE;de José Rodríguez Pinilla;12;BAJA;;28016;A LA DERECHA DEL HALL PRINCIPAL, SALA DE FOTOCOPIADORA WISDOM SCHOOL;442428;4479182;-3,67905259653689;40,4613139583716;9-17;2018-539
Centro educativo;Privada;079;Madrid;CALLE;de José Rodríguez Pinilla;12;;;;PASILLO FOTOCOPIADORA ;442386;4479195;-3,67954912693721;40,461428157071;8-17;2020-180
Otros;Pública;127;Rozas de Madrid, Las;CTRA;Vía Servicio Carretera de A Coruña;21.8;;;28232;RESERVA POSIBLE SUSTITUCIÓN VEHÍCULO INTERVENCIÓN ;425080;4485924;-3,88444609262708;40,520662599935;24H;2018-219
Centro educativo;Pública;127;Rozas de Madrid, Las;CALLE;Ramón y Cajal;3;;;28232;ENFERMERÍA CEIP LA ENCINA;423539;4485846;-3,90262636964384;40,5198193229643;SEPT A JUN 7.30-17.30;2018-2048
Otros;Privada;127;Rozas de Madrid, Las;CALLE;Ramón y Cajal;2;;;28232;PASILLO GARITA CONSERJERÍA JUNTO ENTRADA DE LA MISMA ;424032;4486151;-3,89684377311357;40,5226120387827;24 H;2019-2637
Otros;Privada;127;Rozas de Madrid, Las;CALLE;Antonio Araguás;7;;;28232;CROSSFIT ;424895;4483514;-3,88634392576419;40,4989367624217;DE LUNES A VIERNES DE 7 A 22H;2024-571
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;53;BAJA;;28020;SOCIEDAD ESTATAL LOTERÍAS Y APUESTAS DEL ESTADO SA PLANTA BAJA. HALL DE ENTRADA. CENTRO DE SEGURIDAD;441358;4479432;-3,69169531263779;40,4634912381776;24 HORAS;2017-110
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;del Poeta Joan Maragall;43;;;28020;EN EL HALL DE ENTRADA C.P. APARTOTEL MELIA CASTILLA;441316;4479197;-3,69216894731852;40,461371293589;;2018-261
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;del Poeta Joan Maragall;43;;;28020;HALL APARTHOTEL MELIA CASTILLA;441316;4479197;-3,69216894731852;40,461371293589;;2018-1249
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Poeta Joan Maragall;53;;;28020;RECEPCIÓN ;441351;4479433;-3,6917779658889;40,4634997525085;24 H;2019-998
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Poeta Joan Maragall;1;6;;28020;;441249;4478304;-3,69287649914964;40,4533220323242;;2019-469
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Poeta Joan Maragall;1;;;28020;EN LA RECEPCIÓN, JUNTO A LOS BUZONES COMUNIDAD DE PROPIETARIOS CAPITAN HAYA 1;441208;4478296;-3,69335925590596;40,4532470657133;;2018-2338
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;66;B;;28020;SEGURIDAD/PLANTA PRINCIPAL D.G. INFRAESTRUCTURAS JUDICIALES;441403;4479604;-3,69118044698562;40,4650438614778;;2022-89
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;del Poeta Joan Maragall;1;;;28020;Holmes Place-Recepcion ;441247;4478304;-3,69290008439674;40,4533218909497;;2021-673
Otros;Privada;079;Madrid;CALLE;del Poeta Joan Maragall;19;;;28020;;441296;4478726;-3,69236126703849;40,4571269119328;24 horas;2022-997
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;del Poeta Joan Maragall;1;;;28020;;441239;4478281;-3,6929922967826;40,4531141314028;L a V 6:30h a 22:30h S y D de 9h a 21h;2023-103
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;66;6;;28020;EN LA PLANTA 6 ;441403;4479604;-3,69118044698562;40,4650438614778;;2021-693
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;66;7;;28020;EN LA PLANTA 7 ;441403;4479604;-3,69118044698562;40,4650438614778;;2021-692
Otros;Privada;079;Madrid;CALLE;del Poeta Joan Maragall;1;5;;28020;;441210;4478286;-3,69333474475266;40,4531571228393;;2024-495
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;53;9;;28020;FISCALÍA EN LA PLANTA 9 SEGURIDAD ;441351;4479431;-3,69177778105081;40,4634817356663;;2021-718
Otros;Privada;079;Madrid;CALLE;del Poeta Joan Maragall;1;5;;28020;;441210;4478286;-3,69333474475266;40,4531571228393;;2024-496
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;66;1;;28020;EN LA PLANTA 1 ;441403;4479604;-3,69118044698562;40,4650438614778;;2021-698
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;66;3;;28020;EN LA PLANTA 3 ;441403;4479604;-3,69118044698562;40,4650438614778;;2021-696
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;66;5;;28020;EN LA PLANTA 5 ;441403;4479604;-3,69118044698562;40,4650438614778;;2021-694
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;66;S;;28020;EN EL EDIFICO DE ARCHIVO/ PLANTA SEMISÓTANO ;441403;4479604;-3,69118044698562;40,4650438614778;;2021-691
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;66;4;;28020;EN LA PLANTA 4 ;441403;4479604;-3,69118044698562;40,4650438614778;;2021-695
Otros;Privada;079;Madrid;CALLE;del Poeta Joan Maragall;1;;;28020;EN LA ENTRADA PRINCIPAL AL FINAL A LA DERECHA AL LADO DE LOS BUZO NES;441253;4478300;-3,69282895855006;40,4532862813188;24H;2024-715
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;66;2;;28020;EN LA PLANTA 2 ;441403;4479604;-3,69118044698562;40,4650438614778;;2021-697
Otros;Privada;079;Madrid;CALLE;del Cardenal Marcelo Spinola;2;3;;28016;;443075;4479824;-3,67147942553406;40,467141965283;;2018-1633
Centro educativo;Privada;079;Madrid;CALLE;del Cardenal Marcelo Spinola;34;1;;28016;PLANTA 1ª, SALIDA A LAS PISTAS ;443105;4479901;-3,67113247756581;40,4678376713367;08:00 A 22:00;2019-1323
Otros;Privada;079;Madrid;CALLE;del Cardenal Marcelo Spinola;42;4;;28016;AB AZUCARERA ;443129;4479957;-3,67085441211595;40,4683437880761;;2018-805
Otros;Privada;079;Madrid;CALLE;del Cardenal Marcelo Spinola;2;3;;28016;DELAVIUDA ;443153;4480010;-3,67057607372312;40,4688228787785;;2023-327
Otros;Privada;079;Madrid;CALLE;del Cardenal Marcelo Spinola;42;;;28016;PLANTA 8 ENTRADA PRINCIPAL ;443145;4479937;-3,67066389496345;40,468164714224;lunes a jueves 8:00/9:00 a 14:00 y de 15:00/15:30 a 17:30/19:00, y viernes de 8:00/9:00 a 15:00/15:30;2023-988
Otros;Privada;079;Madrid;CALLE;del Cardenal Marcelo Spinola;42;;;28016;NOVENA PLANTA ENTRADA PRINCIPAL ;443145;4479937;-3,67066389496345;40,468164714224;lunes a jueves 8:00/9:00 a 14:00 y de 15:00/15:30 a 17:30/19:00, y viernes de 8:00/9:00 a 15:00/15:30;2023-987
Otros;Privada;079;Madrid;CALLE;del Cardenal Marcelo Spinola;42;3;;28016;TERCERA PLANTA ENFRENTE SALA DE DESCANSO ;443145;4479937;-3,67066389496345;40,468164714224;lunes a jueves 8:00/9:00 a 14:00 y de 15:00/15:30 a 17:30/19:00, y viernes de 8:00/9:00 a 15:00/15:30;2023-986
