PK,NOMBRE,NOMBRE_RECON,SUBTIPO,DESCRIPCION,FECHA,AUTORES,PDF,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,BARRIO_RECON,COD-DISTRITO,DISTRITO,DISTRITO_RECON,COORDENADA-X,COORDENADA-Y,ID,LATITUD,LONGITUD
408001,statue-of-alonso-i-madrid,https://wikidata.org/entity/Q30662444,Estatua,"Forma parte esta escultura de la serie concebida por el fraile benedictino Martín Sarmiento en 1743 para la decoración exterior del Palacio Real y, concretamente, de la balaustrada corrida superior, atendiendo a los proyectos de Juvarra y Sacchetti. Fueron esculpidas 114 estatuas entre dicho año de 1743 y 1748, durante los reinados de Felipe V y Fernando VI y bajo la dirección de los escultores de S.M. Juan Domingo Olivieri y Felipe de Castro, las cuales se llegaron a colocar total o parcialmente, pues hay noticia que, durante el reinado de Carlos III, el arquitecto mayor Francisco Sabatini llevó a cabo su desmontaje y almacenamiento en el Palacio, atendiendo a nuevos criterios estéticos. En 1842 fueron restauradas por Francisco Elías y José Tomás, distribuyéndose por diferentes lugares, como la Plaza de Oriente de Madrid, el Parque del Retiro, el Museo del Ejército y otras localidades, como Aranjuez, Toledo, Burgos, Logroño y Vitoria. En este caso, la estatua pertenece a la serie del Palacio Real, instalada en la Plaza de Oriente en un principio en círculo, alrededor de la estatua de Felipe IV, si bien en 1941 se trasladaron a su actual ubicación. Concretamente ésta pretende representar al rey de Asturias Alonso I (739-757), apodado &amp;ldquo;el Católico&amp;rdquo;, sucesor de Favila y casado con una hija de don Pelayo, quien ostentaba el ducado de Cantabria y era supuestamente descendiente del rey godo Recaredo. A Alfonso I se le considera el fundador del reino astur e iniciador de la Reconquista, fruto de cuyas expediciones fueron la anexión de Galicia, el norte de León y parte de las Vascongadas y La Rioja.",1750,"MARTÍNEZ, Domingo",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408001.pdf?idMonumento=6008091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6008091d1b9c4510091d1b9c45102e085a0aRCRD,oriente,PLAZA,V,1.0,MADRID,MADRID,28013,1,palacio,https://wikidata.org/entity/Q2136510,1,centro,https://wikidata.org/entity/Q1763376,439627,4474355,4396274474355,40.41763,-3.711628
409830,alvaro-iglesias-sanchez,https://wikidata.org/entity/Q110748689,"Elemento conmemorativo, Lápida","El 6 de abril de 1982 se produjo un incendio en un inmueble situado en la calle Carranza, 6 de Madrid, posiblemente causado por un brasero, aunque las circunstancias nunca estuvieron muy claras. Álvaro Iglesias Sánchez, un joven de 20 años que pasaba por la zona, al darse cuenta del incendio, entró en el edificio y logró salvar a tres personas del fuego, pero este hecho le causó la muerte muriendo asfixiado. Recibió a título póstumo la Medalla de Oro de Madrid, la Cruz de la Orden de la Beneficencia, con distintivo negro y blanco, y la Insignia de Oro con distintivo rojo al Mérito de Protección Civil. El Ayuntamiento de Madrid instaló en 1982 una lápida en su recuerdo en la casa donde ocurrió el siniestro, firmada por L. Jiménez, entre diversos homenajes –como otro monumento en el Parque de Berlín y la plaza inaugurada en su honor en el Puerto de Navacerrada en abril de 1983 por el Ministro de Cultura, Javier Solana, y el Director General de la Juventud-.",1982,"JIMÉNEZ, L.",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409830.pdf?idMonumento=a6d8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a6d8091d1b9c4510091d1b9c45102e085a0aRCRD,carranza,CALLE,V,7.0,MADRID,MADRID,28004,5,universidad,https://wikidata.org/entity/Q10387767,1,centro,https://wikidata.org/entity/Q1763376,440358,4475611,4403584475611,40.42899,-3.7031300000000005e-16
400141,america,https://wikidata.org/entity/Q126852,Escultura conceptual o abstracta,"Entre los años 1964 y 1968 se levantó en una manzana entre las calles Guzmán el Bueno, Julián Romea, General Rodrigo y General Dávila, un conjunto de viviendas, oficinas y comercio, proyectado por el arquitecto onubense Eleuterio Población Knappe, que cuenta con un pasaje comercial y un área de jardines y zonas libres donde se sitúan varias fuentes, un reloj floral y una serie de esculturas ornamentales integradas con un criterio paisajístico –mediante la vegetación o la presencia de rocas naturales o pequeños estanques– que singularizan cada uno de los portales de acceso al relacionarlos de forma literal y simbólica con un lugar geográfico. Frente al portal denominado AMÉRICA el tema escogido son tres carabelas de bronce que navegan sobre un fondo de piedra tallada, que se deben –como casi todas las restantes piezas del recinto– al escultor malagueño José María Palma Burgos, que utiliza aquí el bronce y la piedra en distintas gradaciones y con distinta fortuna entre lo expresionista y lo figurativo, obteniendo mejores resultados en la estilización de figuras animales que en las representaciones humanas.Al igual que el arquitecto Población, Palma Burgos nació en 1928, y es hijo del célebre imaginero Francisco Palma García y hermano del también imaginero Francisco Palma Burgos, con quien durante muchos años compartió taller en Madrid, donde estudió en la Academia de Bellas Artes de San Fernando; contando en su haber con obras como la “Llama del Perú” que se encuentra en la plaza de Lima, aunque su labor se dirigió principalmente a la restauración de monumentos dañados en la Guerra Civil, como el dedicado a Concepción Arenal en el parque del Oeste.",1969,"PALMA BURGOS, José María",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400141.pdf?idMonumento=0448091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0448091d1b9c4510091d1b9c45102e085a0aRCRD,guzman-el-bueno,CALLE,V,133.0,MADRID,MADRID,28003,6,vallehermoso,https://wikidata.org/entity/Q6122685,7,chamberi,https://wikidata.org/entity/Q1763370,439560,4477169,4395604477169,40.44298,-3.712677
408830,andres-segovia,https://wikidata.org/entity/Q110746434,Estatua,"Debido a la presencia frontal del Auditorio Nacional, se dedicó la plaza formada entre ese edificio y el de la Junta Municipal de Chamartín al célebre músico jienense –de Linares– Andrés Segovia (1893–1987), maestro de la guitarra española que consiguió incorporar este instrumento a la interpretación de la música clásica, y descubrió unas posibilidades que después han recogido otros músicos nacionales e internacionales. Para dar mayor relieve a esta dedicatoria, el Ayuntamiento de Madrid encargó en 1993 un busto al escultor Santiago de Santiago con el que se hizo un pequeño monumento en el centro de la lonja poligonal de acceso al edificio municipal.El escultor autodidacta Santiago de Santiago tiene numerosas obras repartidas por la ciudad de Madrid, como los monumentos a Álvaro Iglesias Sánchez y el de UNICEF al Niño, en el propio distrito de Chamartín.",1993,"SANTIAGO HERNÁNDEZ, Santiago de",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408830.pdf?idMonumento=0318091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0318091d1b9c4510091d1b9c45102e085a0aRCRD,andres-segovia,PLAZA,V,1.0,MADRID,MADRID,28002,3,ciudad-jardin,https://wikidata.org/entity/Q3773744,5,chamartin,https://wikidata.org/entity/Q1766348,442519,4477359,4425194477359,4.044489999999999e-15,-3.677803
408029,estatua-de-andromaca-madrid,https://wikidata.org/entity/Q24275965,Estatua,"Andrómaca, figura clásica de la mitología griega, era hija de Aecio, rey de Tebas, y estuvo casada con Héctor. Homero la inmortalizó en La Iliada, donde la representó como símbolo del amor conyugal.La estatua fue realizada por Vilches en Roma, donde estudió; la presentó en la Exposición Nacional de 1856, consiguiendo una medalla. En 1863 se depositó en el Real Conservatorio de Música de Madrid y en la actualidad está situada en el Paseo de Recoletos, frente a la Biblioteca Nacional.José Vilches (1815-1890), escultor malagueño, fue nombrado, en 1840, Escultor de Cámara del rey; dos años más tarde fue nombrado Director de Escultura de la Academia Gaditana y, en 1846, Académico de Mérito en San Fernando. Fijó su residencia en Roma, donde realizó la mayor parte de sus obras, y en 1865 fue nombrado Director de la Academia. Compaginó sus trabajos con actividades políticas, que le llevaron, siendo cónsul de España, a morir en Saigón el 24 de abril de 1890.",1853,"VILCHES, José",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408029.pdf?idMonumento=c308091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c308091d1b9c4510091d1b9c45102e085a0aRCRD,recoletos,PASEO,V,1.0,MADRID,MADRID,28004,4,justicia,https://wikidata.org/entity/Q1992319,1,centro,https://wikidata.org/entity/Q1763376,441183,4474619,4411834474619,40.42012,-3.693306
409448,anfiteatro-del-parque-cuna-verde-de-vicalcaro,https://wikidata.org/entity/Q110746435,Edificación singular,"Construcción perteneciente al Parque de la Cuña Verde de Vicálvaro, realizado en 2003 por una UTE integrada por las empresas ISO, Ibérica de Servicios y Obras S. A., MATINSA y MASASE.",2003,Área de Obras e Infraestructuras del Ayuntamiento de Madrid,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409448.pdf?idMonumento=43e8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=43e8091d1b9c4510091d1b9c45102e085a0aRCRD,casalarreina,CALLE,V,3.0,MADRID,MADRID,28032,1,casco-historico-de-vicalvaro,https://wikidata.org/entity/Q16544374,19,vicalvaro,https://wikidata.org/entity/Q589403,448187,4473358,4481874473358,40.40923,-3.610648
408965,antonio-de-andres-martinez,https://wikidata.org/entity/Q110746444,Estatua,"Estatua erigida en 1975 por iniciativa de los vecinos de Vicálvaro, en homenaje y agradecimiento al que durante muchos años fue médico del pueblo, el doctor Antonio de Andrés Martínez (1888-1973), a cuya memoria también se dedica el nombre de la plaza presidida por la escultura. Es una obra del escultor madrileño Emilio Laíz Campos con quien colaboró el arquitecto Vicente Baztán.",1975,"BAZTÁN PÉREZ, Vicente - LAÍZ CAMPOS, Emilio",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408965.pdf?idMonumento=a418091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a418091d1b9c4510091d1b9c45102e085a0aRCRD,don-antonio-de-andres,PLAZA,V,1.0,MADRID,MADRID,28032,1,casco-historico-de-vicalvaro,https://wikidata.org/entity/Q16544374,19,vicalvaro,https://wikidata.org/entity/Q589403,448575,4472538,4485754472538,40.40186,-3.606012
408497,antonio-machado,https://wikidata.org/entity/Q110746447,"Elemento conmemorativo, Lápida","En 1985, la Sociedad General de Autores realizó un gran homenaje nacional a tres grandes poetas cuyas trayectorias se vieron truncadas por la Guerra Civil: Miguel Hernández, Federico García Lorca y Antonio Machado Ruiz (1875–1939); instalándose el día 15 de Octubre de 1985 una placa conmemorativa en la fachada de la casa donde vivió este último autor, célebre poeta sevillano cantor de los “Campos de Castilla”, que enlaza la generación del 98 –a la que pertenecía cronológica y espiritualmente– con la del 27, representada por los otros dos escritores, no sólo relacionados por un trágico final sino por una filiación intelectual y política coincidente.La placa responde a un modelo tipificado –con ligeras variantes–, diseñado por Carlos Monteverde como una pieza concisa que incorpora el escudo laureado de la SGAE como único ornamento, y que la institución promotora instaló en distintos lugares de Madrid entre los años sesenta y ochenta.",1985,"MONTEVERDE, Carlos",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408497.pdf?idMonumento=c8b8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c8b8091d1b9c4510091d1b9c45102e085a0aRCRD,general-arrando,CALLE,V,4.0,MADRID,MADRID,28010,4,almagro,https://wikidata.org/entity/Q10954432,7,chamberi,https://wikidata.org/entity/Q1763370,440896,4475898,4408964475898,40.43162,-3.696805
408983,antonio-machado,https://wikidata.org/entity/Q110746447,Estatua,"En los jardines del Centro Cultural Municipal Antonio Machado –creado en 1987 sobre el antiguo edificio del Colegio de Misioneros levantado por el arquitecto Juan de Haro Piñar entre 1965 y 1974– se levanta sobre un pedestal un busto del célebre poeta, prosista y dramaturgo Antonio Machado, cuyas poesías son de las más leídas de la lengua española. Nació en Sevilla en 1875, por lo que se le encuadra en la Generación del 98, estudió en la Institución Libre de Enseñanza de D. Francisco Giner de los Ríos y viajó a París en 1899 donde vivió con su hermano el poeta Manuel Machado y conoció a Pío Baroja, Oscar Wilde y el filósofo Henri Bergson. En 1902 inició su amistad de por vida con el poeta Rubén Darío, y cuando se estableció en Madrid se relacionó con Unamuno, Valle-Inclán, y Juan Ramón Jiménez. En 1927 fue nombrado miembro de la Real Academia Española, y en enero de 1939 se exilió a Colliure, en el sur de Francia, donde murió un mes después. El inmortal autor de 'Soledades, Galerías y Otros Poemas', y de 'Campos de Castilla', fue homenajeado en 1987 por el Ayuntamiento de Madrid con la dedicatoria del nuevo centro cultural de San Blas, convocándose el año anterior un concurso nacional de escultura para la realización de un busto destinado a ubicarse en ese lugar. Ganó el primer premio el escultor madrileño Emilio Velilla, nacido en 1959 y formado en la Escuela de Artes y Oficios de su ciudad natal, donde también tiene una escultura en bronce titulada 'Las lecturas del Dos de Mayo', emplazada en la plaza de ese histórico nombre.",1986,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408983.pdf?idMonumento=e418091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e418091d1b9c4510091d1b9c45102e085a0aRCRD,san-roman-del-valle,CALLE,V,8.0,MADRID,MADRID,28037,4,arcos,https://wikidata.org/entity/Q9627876,20,san-blas-canillejas,https://wikidata.org/entity/Q2001937,447255,4474591,4472554474591,40.42028,-3.621730000000001e-16
408417,armando-palacio-valdes,https://wikidata.org/entity/Q110746459,"Elemento conmemorativo, Lápida","En la tarde del 7 de Julio de 1941, tres años después de la muerte del escritor Armando Palacio Valdés (1853–1938) en plena contienda civil, se colocó el 7 de julio una placa en la fachada de la que fue su casa y último refugio. El proyecto se gestó el 21 de Febrero del mismo año, cuando el Ayuntamiento de Madrid concedió el permiso solicitado por el presidente de la Asociación de Escritores, D. Mariano Benlliure, para dejar memoria del escritor en la ciudad en que realizó buena parte de su obra. La Real Academia Española, la Sociedad General de Autores de España, el Círculo de Bellas Artes, el marqués de Aledo, el marqués de la Vega de Anzó, y el Ayuntamiento de Madrid participaron en el homenaje al escritor. El acto inaugural fue presidido por el alcalde de la capital, D. Alberto Alcocer, quien descubrió la placa que fue ofrecida en nombre de la Asociación de Escritores y Artistas por el novelista don Wenceslao Fernández Flórez, en presencia del presidente de la Diputación Provincial, y los ministros de Japón y Santo Domingo.El honor de esculpir al célebre literato asturiano recayó en el escultor Aniceto Marinas García (1866–1953), notable artista que posee dos obras en Madrid tan señaladas como la representación de la Libertad en el monumento a Alfonso XIII del Retiro, y el mágnífico grupo a los Héroes del Dos de Mayo que se encuentra actualmente en los jardines de Ferraz, dentro del recinto del Parque del Oeste.",1941,"MARINAS Y GARCÍA, Aniceto",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408417.pdf?idMonumento=a3b8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a3b8091d1b9c4510091d1b9c45102e085a0aRCRD,maldonado,CALLE,V,25.0,MADRID,MADRID,28006,6,castellana,https://wikidata.org/entity/Q4781,4,salamanca,https://wikidata.org/entity/Q1773521,442127,4476144,4421274476144,40.43392,-3.682318
408872,arturo-duperier-vallesa,https://wikidata.org/entity/Q110746461,"Elemento conmemorativo, Lápida","El 1 de Octubre de 1959, en el mismo año en que murió el científico abulense –de Pedro Bernardos– Arturo Duperier Vallesa, se colocó a iniciativa de Antonio Sanz de Alba, presidente de la Comunidad de Propietarios de la casa donde pasara sus últimos días, una placa de piedra con letras de bronce, recordando que allí vivió este eminente físico nacido en 1896, discípulo de Blas Cabrera desde 1924, que se exilió a Inglaterra en 1939 y volvió a España en 1953, donde ejerció de catedrático de la Facultad de Ciencias y fue nombrado académico electo de la Real Academia de Ciencias Exactas, Físicas y Naturales. En 1958 fue propuesto para el Premio Nobel de Física, y en 1959 se le concedió a título póstumo el Premio de Ciencias Juan March. El descubrimiento de la placa tuvo lugar el 20 de Octubre de 1959, con la asistencia del decano de la Facultad de Ciencias, Armando Durán, del presidente de la Diputación Provincial de Madrid, marqués de la Valdavia, del alcalde de Pedro Bernardos, del concejal representante del Ayuntamiento de Madrid, señor Álvarez Molina, y de la viuda de Duperier, Ana María Aymar, y su hija Maria Eugenia; cerrando el acto el representante del Círculo Catalán, barón de Griñón, y en último lugar el presidente de la Diputación de Ávila.",1959,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408872.pdf?idMonumento=43c8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=43c8091d1b9c4510091d1b9c45102e085a0aRCRD,virgen-del-portillo,CALLE,V,37.0,MADRID,MADRID,28027,4,concepcion,https://wikidata.org/entity/Q11915156,15,ciudad-lineal,https://wikidata.org/entity/Q1763694,445009,4476668,4450094476668,40.43884,-3.64839e-16
400123,atletas,https://wikidata.org/entity/Q110746466,Grupo Escultórico,"En la plataforma de acceso al polideportivo Antonio Magariños, proyectado por los arquitectos Antonio Vázquez de Castro y José Luis Íñiguez de Onzoño en 1957 y acabado de construir en 1965, se colocaron en esta última fecha –agrupados sobre un pedestal único– los “Atletas” que el escultor roncalés Fructuoso Orduna Lafuente (1893-1973) había labrado hacia 1942 para puntuar el perímetro del campo de baloncesto del Instituto Ramiro de Maeztu, obra de Carlos Arniches y Martín Domínguez realizada entre 1926 y 1933 para la Institución Libre de Enseñanza, y reconvertida en 'instituto modelo' tras la Guerra Civil. Estas seis esculturas responden a las influencias de la estatuaria propagandística de la Italia de Mussolini, inspirándose especialmente en las figuras de sesenta atletas que rodean el llamado Estadio de Mármol del Foro Mussolini, construido en Roma entre 1927 y 1932 según un proyecto del arquitecto Enrico del Debbio. Orduna fue discípulo de Benlliure, y es conocido principalmente por el grupo en bronce “Post Nubila Phoebus”, con el que ganó en 1922 la Primera Medalla de la Exposición Nacional de Bellas Artes y que hasta hace unos años podía verse en los jardines del desaparecido Museo Español de Arte Contemporáneo de la Ciudad Universitaria. En Madrid realizó además el 'Cristo crucificado' entre dos bajorrelieves alegóricos que embellece desde 1923 el mausoleo de la familia Alonso en el cementerio de la Almudena, y las esculturas de Schulz y Escosura que flanquean desde 1925 la entrada a la escuela de Ingenieros de Minas. Como curiosidad Orduna realizó la estatua del general Franco -la primera de las efigies ecuestres del dictador-, que fue realizada en 1941 por encargo del Ministro de Educación Nacional para el propio Instituto Ramiro de Maeztu, y trasladada en 1987 a la Academia de Infantería de Toledo.",Cercano a 1942,"ORDUNA Y LAFUENTE, Fructuoso",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400123.pdf?idMonumento=cf28091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=cf28091d1b9c4510091d1b9c45102e085a0aRCRD,serrano,CALLE,V,127.0,MADRID,MADRID,28006,1,el-viso,https://wikidata.org/entity/Q4778,5,chamartin,https://wikidata.org/entity/Q1766348,441812,4477053,4418124477053,40.44209,-3.686117
400086,atletas,https://wikidata.org/entity/Q110746466,Estatua,"Estas dos esculturas son reproducciones de estatuas clásicas, y representan las figuras de dos atletas o luchadores, y que según señalan algunos autores podrían tratarse de Germánico y Antinoo; se encuentran situadas junto a un centro educativo, construido inicialmente en 1944 para albergar el Orfanato Nacional de Santa María del Pardo en una zona desocupada de la posesión de Vista Alegre, un recinto cuyo origen se encuentra en una finca de recreo que a principios del siglo XIX pertenecía a varios vecinos de Carabanchel. En 1829 la propiedad despertó el interés de María Cristina, esposa de Fernando VII, quien la adquirió y posteriormente amplió con diversas construcciones convirtiéndola en Real Posesión; en 1859 la finca fue vendida a D. José de Salamanca, quien realizó nuevas intervenciones en ella y, tras la muerte de éste, pasó a manos del Estado en 1887. Su extensión sería ocupada desde entonces paulatina y desordenadamente por diversas instituciones de carácter social y docente, construyendo algunas nuevas edificaciones y aprovechando las existentes para albergar diferentes usos. Se inició así un proceso que alteraría significativamente la morfología de la propiedad, durante el que serían sustraídos o destruidos muchos de los elementos ornamentales originales del conjunto; entre ellos se encontraba un nutrido grupo de esculturas de inspiración clásica, desconociéndose si la pareja de esculturas procede de dicho conjunto o si, como indican algunos estudios sobre la historia de la propiedad, se trata de copias posteriores a dicha fecha.",Sin datos conocidos,"PLANES PEÑALVER, José",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400086.pdf?idMonumento=a228091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a228091d1b9c4510091d1b9c45102e085a0aRCRD,clara-campoamor,CALLE,V,10.0,MADRID,MADRID,28025,5,puerta-bonita,https://wikidata.org/entity/Q3813762,11,carabanchel,https://wikidata.org/entity/Q1001991,437624,4470549,4376244470549,4.038319999999999e-15,-3.734862
408158,augusto-dhalmar,https://wikidata.org/entity/Q110746469,"Elemento conmemorativo, Lápida","Augusto D&amp;acute;Halmar, o Augusto Goéminne Thomson, escritor chileno nacido en Santiago en 1882, ciudad donde murió en 1950. A los veinte años publicó su primera novela “Juana Lucero” y fue director de la Revista “Luz y sombra”. Ejerció labores diplomáticas en Calcuta, Madrid, París y Londres.En 1936 creó la “Unión para la Victoria” a favor de la República española.Escribió poemas como “Palabras para canciones” de 1942 y ensayos como “La Mancha de Don Quijote” de 1934.El Sindicato de Escritores de Chile solicitó al Ayuntamiento el permiso para instalar una lápida en recuerdo del escritor; el Instituto de Cultura Hispánica comunicó al Alcalde su desacuerdo debido las ideas políticas del D&amp;acute;Halmar. El proyecto quedó aplazado y años más tarde el Ayuntamiento accede a la petición y encarga la realización de la lápida al escultor Federico Coullaut Valera.Tras el permiso favorable del dueño del inmueble, se instala el 29 de octubre de 1958. A la inauguración oficial asistió el embajador de Chile, el Director del Instituto de Cultura Hispánica y el primer teniente de Alcalde del Ayuntamiento de Madrid.",1958,"COULLAUT-VALERA MENDIGUTIA, Federico",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408158.pdf?idMonumento=8aa8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8aa8091d1b9c4510091d1b9c45102e085a0aRCRD,loreto-y-chicote,CALLE,V,8.0,MADRID,MADRID,28004,5,universidad,https://wikidata.org/entity/Q10387767,1,centro,https://wikidata.org/entity/Q1763376,440269,4474795,4402694474795,40.42164,-3.704102
400142,ave-fenix,https://wikidata.org/entity/Q110746471,Grupo Escultórico,"Esta escultura, obra en bronce del escultor francés –de Reims– Charles René de Paul de Saint–Marceux (1845–1915) fundida en París Por Alexandre Brosset (1859–1924), coronaba en origen el monumental edificio de la Unión y el Fénix Español que señala el encuentro de las calles de Caballero de Gracia y Alcalá, diseñado en 1906 por los arquitectos también franceses Victor–Jules y Raymond Février tras ganar el concurso convocado al efecto, aunque la ejecución corrió a cargo del madrileño Luis Esteve Fernández–Caballero, inaugurándose el 21 de enero de 1911.Al vender el edificio en 1975, la compañía trasladó su emblema al solar contiguo al Hotel Fénix, en el encuentro de la calle de Goya con el paseo de la Castellana, de donde pasó en 1986 a los jardines de su sede en esta última avenida –obra del arquitecto Luis Gutiérrez Soto de 1965 coronada a su vez por una escultura similar ejecutada por el escultor Julián Lozano Serrano–, donde preside un sinuoso estanque decorativo creado expresamente para ella; mientras que en el edificio original, rebautizado como Metrópolis, ocupó su lugar una Victoria alada realizada por el escultor madrileño Federico Coullaut–Valera Mendigutia.René de Saint–Marceaux es autor, entre otras obras, del mausoleo del presidente francés Felix Fauré en el cementerio parisino de P&amp;egrave;re–Lachaise, de la estatua a Alejandro Dumas hijo, también en París, y del monumento a la Unión Postal Internacional en Berna; mientras que Alexandre Brosset es conocido por haber realizado las hojarascas de bronce que decoran la puerta y escaparates del famoso restaurante Maxim’s de la capital francesa.",1911,"Saint-Marceaux, Charles René de Paul de",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400142.pdf?idMonumento=6038091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6038091d1b9c4510091d1b9c45102e085a0aRCRD,castellana,PASEO,V,33.0,MADRID,MADRID,28046,4,almagro,https://wikidata.org/entity/Q10954432,7,chamberi,https://wikidata.org/entity/Q1763370,441557,4476019,4415574476019,40.43276,-3.689024
